x,tb,bb,cb,sb,db,ub,g,u,d,s,c,b, t                   
    4.3108108108E-01,    0.0000000000E+00,    3.5917812789E-04,    9.3661132653E-04,    4.1090689069E-03,    8.9059390537E-03,    8.8295824099E-03,    4.4871307518E-02,    5.0672777775E-01,    1.5497714823E-01,    4.1090689069E-03,    9.3661132653E-04,    3.5917812789E-04,   0.0000000000000000     
    4.3423423423E-01,    0.0000000000E+00,    3.4022164535E-04,    8.8661705666E-04,    3.9319388255E-03,    8.5339407842E-03,    8.4659209657E-03,    4.2843090347E-02,    4.9477635962E-01,    1.5017578641E-01,    3.9319388255E-03,    8.8661705666E-04,    3.4022164535E-04,   0.0000000000000000     
    4.3738738739E-01,    0.0000000000E+00,    3.2212670363E-04,    8.3890639880E-04,    3.7614980709E-03,    8.1754923393E-03,    8.1152988615E-03,    4.0896397380E-02,    4.8305641381E-01,    1.4549716384E-01,    3.7614980709E-03,    8.3890639880E-04,    3.2212670363E-04,   0.0000000000000000     
    4.4054054054E-01,    0.0000000000E+00,    3.0497314433E-04,    7.9367455168E-04,    3.5980807349E-03,    7.8313103669E-03,    7.7780893529E-03,    3.9036244529E-02,    4.7156783699E-01,    1.4094172798E-01,    3.5980807349E-03,    7.9367455168E-04,    3.0497314433E-04,   0.0000000000000000     
    4.4369369369E-01,    0.0000000000E+00,    2.8872152959E-04,    7.5081863807E-04,    3.4414428565E-03,    7.5009106956E-03,    7.4538658172E-03,    3.7259415409E-02,    4.6030684313E-01,    1.3650691243E-01,    3.4414428565E-03,    7.5081863807E-04,    2.8872152959E-04,   0.0000000000000000     
    4.4684684685E-01,    0.0000000000E+00,    2.7332850054E-04,    7.1022598219E-04,    3.2913214724E-03,    7.1837696795E-03,    7.1421753374E-03,    3.5562423014E-02,    4.4926952518E-01,    1.3219005168E-01,    3.2913214724E-03,    7.1022598219E-04,    2.7332850054E-04,   0.0000000000000000     
    4.5000000000E-01,    0.0000000000E+00,    2.5875069829E-04,    6.7178390826E-04,    3.1474536195E-03,    6.8793636727E-03,    6.8425649967E-03,    3.3941780342E-02,    4.3845197605E-01,    1.2798848025E-01,    3.1474536195E-03,    6.7178390826E-04,    2.5875069829E-04,   0.0000000000000000     
    4.5315315315E-01,    0.0000000000E+00,    2.4494476395E-04,    6.3537974049E-04,    3.0095763345E-03,    6.5871690293E-03,    6.5545818780E-03,    3.2394000389E-02,    4.2785028868E-01,    1.2389953267E-01,    3.0095763345E-03,    6.3537974049E-04,    2.4494476395E-04,   0.0000000000000000     
    4.5630630631E-01,    0.0000000000E+00,    2.3184253224E-04,    6.0083780699E-04,    2.8772998870E-03,    6.3064063200E-03,    6.2775842282E-03,    3.0913815257E-02,    4.1745962482E-01,    1.1991981615E-01,    2.8772998870E-03,    6.0083780699E-04,    2.3184253224E-04,   0.0000000000000000     
    4.5945945946E-01,    0.0000000000E+00,    2.1935774611E-04,    5.6793649172E-04,    2.7501420926E-03,    6.0361095683E-03,    6.0107925725E-03,    2.9494658210E-02,    4.0727446707E-01,    1.1604540753E-01,    2.7501420926E-03,    5.6793649172E-04,    2.1935774611E-04,   0.0000000000000000     
    4.6261261261E-01,    0.0000000000E+00,    2.0753054413E-04,    5.3677516144E-04,    2.6282666825E-03,    5.7766160858E-03,    5.7543896097E-03,    2.8139036669E-02,    3.9729404270E-01,    1.1227608931E-01,    2.6282666825E-03,    5.3677516144E-04,    2.0753054413E-04,   0.0000000000000000     
    4.6576576577E-01,    0.0000000000E+00,    1.9633031268E-04,    5.0727350710E-04,    2.5114758253E-03,    5.5275336453E-03,    5.5080194452E-03,    2.6844378634E-02,    3.8751492308E-01,    1.0860956966E-01,    2.5114758253E-03,    5.0727350710E-04,    1.9633031268E-04,   0.0000000000000000     
    4.6891891892E-01,    0.0000000000E+00,    1.8572643815E-04,    4.7935121966E-04,    2.3995716895E-03,    5.2884700200E-03,    5.2713261840E-03,    2.5608112108E-02,    3.7793367956E-01,    1.0504355677E-01,    2.3995716895E-03,    4.7935121966E-04,    1.8572643815E-04,   0.0000000000000000     
    4.7207207207E-01,    0.0000000000E+00,    1.7568830693E-04,    4.5292799008E-04,    2.2923564438E-03,    5.0590329828E-03,    5.0439539314E-03,    2.4427665090E-02,    3.6854688351E-01,    1.0157575882E-01,    2.2923564438E-03,    4.5292799008E-04,    1.7568830693E-04,   0.0000000000000000     
    4.7522522523E-01,    0.0000000000E+00,    1.6618530541E-04,    4.2792350932E-04,    2.1896322568E-03,    4.8388303067E-03,    4.8255467926E-03,    2.3300465583E-02,    3.5935110629E-01,    9.8203883983E-02,    2.1896322568E-03,    4.2792350932E-04,    1.6618530541E-04,   0.0000000000000000     
    4.7837837838E-01,    0.0000000000E+00,    1.5715238463E-04,    4.0416898840E-04,    2.0910167684E-03,    4.6271058153E-03,    4.6154564631E-03,    2.2221385990E-02,    3.5034145115E-01,    9.4924509331E-02,    2.0910167684E-03,    4.0416898840E-04,    1.5715238463E-04,   0.0000000000000000     
    4.8153153153E-01,    0.0000000000E+00,    1.4856179817E-04,    3.8159148535E-04,    1.9963275117E-03,    4.4234975851E-03,    4.4133513950E-03,    2.1188067100E-02,    3.4151461167E-01,    9.1735437219E-02,    1.9963275117E-03,    3.8159148535E-04,    1.4856179817E-04,   0.0000000000000000     
    4.8468468468E-01,    0.0000000000E+00,    1.4042802948E-04,    3.6022656589E-04,    1.9056083167E-03,    4.2280900230E-03,    4.2192586377E-03,    2.0201283763E-02,    3.3286908191E-01,    8.8635857165E-02,    1.9056083167E-03,    3.6022656589E-04,    1.4042802948E-04,   0.0000000000000000     
    4.8783783784E-01,    0.0000000000E+00,    1.3272965761E-04,    3.4001754103E-04,    1.8187106126E-03,    4.0405880595E-03,    4.0329003563E-03,    1.9259146207E-02,    3.2440182515E-01,    8.5623779304E-02,    1.8187106126E-03,    3.4001754103E-04,    1.3272965761E-04,   0.0000000000000000     
    4.9099099099E-01,    0.0000000000E+00,    1.2544526158E-04,    3.2090772179E-04,    1.7354858285E-03,    3.8606966252E-03,    3.8539987158E-03,    1.8359764659E-02,    3.1610980467E-01,    8.2697213777E-02,    1.7354858285E-03,    3.2090772179E-04,    1.2544526158E-04,   0.0000000000000000     
    4.9414414414E-01,    0.0000000000E+00,    1.1855342043E-04,    3.0284041916E-04,    1.6557853936E-03,    3.6881206508E-03,    3.6822758813E-03,    1.7501249345E-02,    3.0798998375E-01,    7.9854170720E-02,    1.6557853936E-03,    3.0284041916E-04,    1.1855342043E-04,   0.0000000000000000     
    4.9729729730E-01,    0.0000000000E+00,    1.1203271319E-04,    2.8575894417E-04,    1.5794607370E-03,    3.5225650668E-03,    3.5174540176E-03,    1.6681710494E-02,    3.0003932568E-01,    7.7092660273E-02,    1.5794607370E-03,    2.8575894417E-04,    1.1203271319E-04,   0.0000000000000000     
    5.0045045045E-01,    0.0000000000E+00,    1.0582869141E-04,    2.6952042837E-04,    1.5061749187E-03,    3.3633690564E-03,    3.3589368813E-03,    1.5896684922E-02,    2.9225305518E-01,    7.4409382869E-02,    1.5061749187E-03,    2.6952042837E-04,    1.0582869141E-04,   0.0000000000000000     
    5.0360360360E-01,    0.0000000000E+00,    9.9940655717E-05,    2.5412225216E-04,    1.4358975517E-03,    3.2104670219E-03,    3.2066464084E-03,    1.5145897426E-02,    2.8462922632E-01,    7.1803170362E-02,    1.4358975517E-03,    2.5412225216E-04,    9.9940655717E-05,   0.0000000000000000     
    5.0675675676E-01,    0.0000000000E+00,    9.4370031369E-05,    2.3956733979E-04,    1.3686103662E-03,    3.0638168938E-03,    3.0605250180E-03,    1.4429238347E-02,    2.7716600500E-01,    6.9272938854E-02,    1.3686103662E-03,    2.3956733979E-04,    9.4370031369E-05,   0.0000000000000000     
    5.0990990991E-01,    0.0000000000E+00,    8.9101777833E-05,    2.2581565094E-04,    1.3042011818E-03,    2.9231942600E-03,    2.9203563870E-03,    1.3745315061E-02,    2.6986069037E-01,    6.6816951500E-02,    1.3042011818E-03,    2.2581565094E-04,    8.9101777833E-05,   0.0000000000000000     
    5.1306306306E-01,    0.0000000000E+00,    8.4120854580E-05,    2.1282714525E-04,    1.2425578178E-03,    2.7883747083E-03,    2.7859241926E-03,    1.3092734939E-02,    2.6271058157E-01,    6.4433471453E-02,    1.2425578178E-03,    2.1282714525E-04,    8.4120854580E-05,   0.0000000000000000     
    5.1621621622E-01,    0.0000000000E+00,    7.9412221080E-05,    2.0056178239E-04,    1.1835680936E-03,    2.6591338264E-03,    2.6570121118E-03,    1.2470105355E-02,    2.5571297775E-01,    6.2120761868E-02,    1.1835680936E-03,    2.0056178239E-04,    7.9412221080E-05,   0.0000000000000000     
    5.1936936937E-01,    0.0000000000E+00,    7.4960836805E-05,    1.8897952200E-04,    1.1271198286E-03,    2.5352472024E-03,    2.5334038216E-03,    1.1876033683E-02,    2.4886517806E-01,    5.9877085898E-02,    1.1271198286E-03,    1.8897952200E-04,    7.4960836805E-05,   0.0000000000000000     
    5.2252252252E-01,    0.0000000000E+00,    7.0724008968E-05,    1.7796751258E-04,    1.0729327543E-03,    2.4161654592E-03,    2.4145863297E-03,    1.1306878441E-02,    2.4216262918E-01,    5.7699322394E-02,    1.0729327543E-03,    1.7796751258E-04,    7.0724008968E-05,   0.0000000000000000     
    5.2567567568E-01,    0.0000000000E+00,    6.6710738134E-05,    1.6754901640E-04,    1.0210408272E-03,    2.3019467118E-03,    2.3006012398E-03,    1.0763202174E-02,    2.3560424081E-01,    5.5586938033E-02,    1.0210408272E-03,    1.6754901640E-04,    6.6710738134E-05,   0.0000000000000000     
    5.2882882883E-01,    0.0000000000E+00,    6.2917491036E-05,    1.5771429290E-04,    9.7140181482E-04,    2.1925017792E-03,    2.1913556857E-03,    1.0244548100E-02,    2.2918808299E-01,    5.3538772039E-02,    9.7140181482E-04,    1.5771429290E-04,    6.2917491036E-05,   0.0000000000000000     
    5.3198198198E-01,    0.0000000000E+00,    5.9333657055E-05,    1.4843496614E-04,    9.2393046444E-04,    2.0876583090E-03,    2.0866808708E-03,    9.7498838610E-03,    2.2291175163E-01,    5.1553309330E-02,    9.2393046444E-04,    1.4843496614E-04,    5.9333657055E-05,   0.0000000000000000     
    5.3513513514E-01,    0.0000000000E+00,    5.5948625573E-05,    1.3968266019E-04,    8.7854152323E-04,    1.9872439484E-03,    1.9864079991E-03,    9.2781770984E-03,    2.1677284264E-01,    4.9629034827E-02,    8.7854152323E-04,    1.3968266019E-04,    5.5948625573E-05,   0.0000000000000000     
    5.3828828829E-01,    0.0000000000E+00,    5.2751785971E-05,    1.3142899909E-04,    8.3514973833E-04,    1.8910863449E-03,    1.8903682740E-03,    8.8283954541E-03,    2.1076895194E-01,    4.7764433451E-02,    8.3514973833E-04,    1.3142899909E-04,    5.2751785971E-05,   0.0000000000000000     
    5.4144144144E-01,    0.0000000000E+00,    4.9732527629E-05,    1.2364560692E-04,    7.9366985692E-04,    1.7990131460E-03,    1.7983928993E-03,    8.3995065699E-03,    2.0489767544E-01,    4.5957990122E-02,    7.9366985692E-04,    1.2364560692E-04,    4.9732527629E-05,   0.0000000000000000     
    5.4459459459E-01,    0.0000000000E+00,    4.6857989321E-05,    1.1624491866E-04,    7.5387348613E-04,    1.7105756707E-03,    1.7100512670E-03,    7.9885899803E-03,    1.9915492449E-01,    4.4206860613E-02,    7.5387348613E-04,    1.1624491866E-04,    4.6857989321E-05,   0.0000000000000000     
    5.4774774775E-01,    0.0000000000E+00,    4.4139514305E-05,    1.0925695811E-04,    7.1581660427E-04,    1.6258742095E-03,    1.6254329009E-03,    7.5964762549E-03,    1.9353995711E-01,    4.2510841267E-02,    7.1581660427E-04,    1.0925695811E-04,    4.4139514305E-05,   0.0000000000000000     
    5.5090090090E-01,    0.0000000000E+00,    4.1572751568E-05,    1.0267000056E-04,    6.7945422707E-04,    1.5448141475E-03,    1.5444426584E-03,    7.2226642030E-03,    1.8805084311E-01,    4.0868790924E-02,    6.7945422707E-04,    1.0267000056E-04,    4.1572751568E-05,   0.0000000000000000     
    5.5405405405E-01,    0.0000000000E+00,    3.9150286953E-05,    9.6464172991E-05,    6.4472166483E-04,    1.4672628285E-03,    1.4669493543E-03,    6.8663927071E-03,    1.8268542042E-01,    3.9279385446E-02,    6.4472166483E-04,    9.6464172991E-05,    3.9150286953E-05,   0.0000000000000000     
    5.5720720721E-01,    0.0000000000E+00,    3.6864706305E-05,    9.0619602421E-05,    6.1155422782E-04,    1.3930875965E-03,    1.3928218036E-03,    6.5269006492E-03,    1.7744152694E-01,    3.7741300696E-02,    6.1155422782E-04,    9.0619602421E-05,    3.6864706305E-05,   0.0000000000000000     
    5.6036036036E-01,    0.0000000000E+00,    3.4708595469E-05,    8.5116415845E-05,    5.7988722632E-04,    1.3221557955E-03,    1.3219288210E-03,    6.2034269116E-03,    1.7231700060E-01,    3.6253212537E-02,    5.7988722632E-04,    8.5116415845E-05,    3.4708595469E-05,   0.0000000000000000     
    5.6351351351E-01,    0.0000000000E+00,    3.2674540289E-05,    7.9934740265E-05,    5.4965597063E-04,    1.2543347695E-03,    1.2541392215E-03,    5.8952103764E-03,    1.6730967930E-01,    3.4813796830E-02,    5.4965597063E-04,    7.9934740265E-05,    3.2674540289E-05,   0.0000000000000000     
    5.6666666667E-01,    0.0000000000E+00,    3.0738558079E-05,    7.5010300276E-05,    5.2068141607E-04,    1.1892691634E-03,    1.1891058713E-03,    5.6000164356E-03,    1.6241576034E-01,    3.3420475220E-02,    5.2068141607E-04,    7.5010300276E-05,    3.0738558079E-05,   0.0000000000000000     
    5.6981981982E-01,    0.0000000000E+00,    2.8910333415E-05,    7.0369046183E-05,    4.9301688730E-04,    1.1270561467E-03,    1.1269204445E-03,    5.3186046142E-03,    1.5763477476E-01,    3.2073217924E-02,    4.9301688730E-04,    7.0369046183E-05,    2.8910333415E-05,   0.0000000000000000     
    5.7297297297E-01,    0.0000000000E+00,    2.7186220588E-05,    6.6001204137E-05,    4.6662370418E-04,    1.0676137154E-03,    1.0675008723E-03,    5.0505489340E-03,    1.5296493363E-01,    3.0770986070E-02,    4.6662370418E-04,    6.6001204137E-05,    2.7186220588E-05,   0.0000000000000000     
    5.7612612613E-01,    0.0000000000E+00,    2.5561063554E-05,    6.1892952711E-05,    4.4145276236E-04,    1.0108395650E-03,    1.0107454012E-03,    4.7952890983E-03,    1.4840429845E-01,    2.9512626457E-02,    4.4145276236E-04,    6.1892952711E-05,    2.5561063554E-05,   0.0000000000000000     
    5.7927927928E-01,    0.0000000000E+00,    2.4029706273E-05,    5.8030470480E-05,    4.1745495748E-04,    9.5663139103E-04,    9.5655227742E-04,    4.5522648102E-03,    1.4395093074E-01,    2.8296985885E-02,    4.1745495748E-04,    5.8030470480E-05,    2.4029706273E-05,   0.0000000000000000     
    5.8243243243E-01,    0.0000000000E+00,    2.2586992701E-05,    5.4399936017E-05,    3.9458118519E-04,    9.0488688893E-04,    9.0481974738E-04,    4.3209157731E-03,    1.3960289200E-01,    2.7122911151E-02,    3.9458118519E-04,    5.4399936017E-05,    2.2586992701E-05,   0.0000000000000000     
    5.8558558559E-01,    0.0000000000E+00,    2.1227766796E-05,    5.0987527896E-05,    3.7278234112E-04,    8.5550375419E-04,    8.5544605737E-04,    4.1006816901E-03,    1.3535824377E-01,    2.5989249056E-02,    3.7278234112E-04,    5.0987527896E-05,    2.1227766796E-05,   0.0000000000000000     
    5.8873873874E-01,    0.0000000000E+00,    1.9935135169E-05,    4.7747748690E-05,    3.5192198276E-04,    8.0820746838E-04,    8.0815994922E-04,    3.8899032331E-03,    1.3121364686E-01,    2.4893718333E-02,    3.5192198276E-04,    4.7747748690E-05,    1.9935135169E-05,   0.0000000000000000     
    5.9189189189E-01,    0.0000000000E+00,    1.8715966418E-05,    4.4699228298E-05,    3.3204048167E-04,    7.6307215615E-04,    7.6303332269E-04,    3.6891460375E-03,    1.2716859776E-01,    2.3836321458E-02,    3.3204048167E-04,    4.4699228298E-05,    1.8715966418E-05,   0.0000000000000000     
    5.9504504505E-01,    0.0000000000E+00,    1.7567835046E-05,    4.1835514322E-05,    3.1310905163E-04,    7.2003557639E-04,    7.2000385724E-04,    3.4981054824E-03,    1.2322148382E-01,    2.2816167659E-02,    3.1310905163E-04,    4.1835514322E-05,    1.7567835046E-05,   0.0000000000000000     
    5.9819819820E-01,    0.0000000000E+00,    1.6487174084E-05,    3.9147073817E-05,    2.9509041263E-04,    6.7901873992E-04,    6.7899274770E-04,    3.3163700644E-03,    1.1937055619E-01,    2.1832256459E-02,    2.9509041263E-04,    3.9147073817E-05,    1.6487174084E-05,   0.0000000000000000     
    6.0135135135E-01,    0.0000000000E+00,    1.5470416559E-05,    3.6624373839E-05,    2.7794728466E-04,    6.3994265755E-04,    6.3992118893E-04,    3.1435282801E-03,    1.1561406602E-01,    2.0883587382E-02,    2.7794728466E-04,    3.6624373839E-05,    1.5470416559E-05,   0.0000000000000000     
    6.0450450450E-01,    0.0000000000E+00,    1.4513995499E-05,    3.4257881443E-05,    2.6164238772E-04,    6.0272834008E-04,    6.0271037575E-04,    2.9791686258E-03,    1.1195026446E-01,    1.9969159950E-02,    2.6164238772E-04,    3.4257881443E-05,    1.4513995499E-05,   0.0000000000000000     
    6.0765765766E-01,    0.0000000000E+00,    1.3614343933E-05,    3.2038063683E-05,    2.4613844180E-04,    5.6729679832E-04,    5.6728150302E-04,    2.8228795983E-03,    1.0837740263E-01,    1.9087973686E-02,    2.4613844180E-04,    3.2038063683E-05,    1.3614343933E-05,   0.0000000000000000     
    6.1081081081E-01,    0.0000000000E+00,    1.2759952886E-05,    2.9933885223E-05,    2.3133402489E-04,    5.3344054053E-04,    5.3342809279E-04,    2.6734647515E-03,    1.0489255490E-01,    1.8238043687E-02,    2.3133402489E-04,    2.9933885223E-05,    1.2759952886E-05,   0.0000000000000000     
    6.1396396396E-01,    0.0000000000E+00,    1.1954909214E-05,    2.7956535300E-05,    2.1725367161E-04,    5.0120441738E-04,    5.0119438011E-04,    2.5312690429E-03,    1.0149510650E-01,    1.7419318182E-02,    2.1725367161E-04,    2.7956535300E-05,    1.1954909214E-05,   0.0000000000000000     
    6.1711711712E-01,    0.0000000000E+00,    1.1197995715E-05,    2.6102842795E-05,    2.0387907939E-04,    4.7054745921E-04,    4.7053933385E-04,    2.3961132068E-03,    9.8183656756E-02,    1.6631087952E-02,    2.0387907939E-04,    2.6102842795E-05,    1.1197995715E-05,   0.0000000000000000     
    6.2027027027E-01,    0.0000000000E+00,    1.0486760118E-05,    2.4366292735E-05,    1.9118197086E-04,    4.4140871281E-04,    4.4140206837E-04,    2.2676959102E-03,    9.4956621983E-02,    1.5872490690E-02,    1.9118197086E-04,    2.4366292735E-05,    1.0486760118E-05,   0.0000000000000000     
    6.2342342342E-01,    0.0000000000E+00,    9.8187501504E-06,    2.2740370145E-05,    1.7913406869E-04,    4.1372722498E-04,    4.1372169804E-04,    2.1457158206E-03,    9.1812418495E-02,    1.5142664088E-02,    1.7913406869E-04,    2.2740370145E-05,    9.8187501504E-06,   0.0000000000000000     
    6.2657657658E-01,    0.0000000000E+00,    9.1915135418E-06,    2.1218560052E-05,    1.6770709552E-04,    3.8744204251E-04,    3.8743733724E-04,    2.0298716049E-03,    8.8749462606E-02,    1.4440745838E-02,    1.6770709552E-04,    2.1218560052E-05,    9.1915135418E-06,   0.0000000000000000     
    6.2972972973E-01,    0.0000000000E+00,    8.6025980211E-06,    1.9794347480E-05,    1.5687277400E-04,    3.6249221222E-04,    3.6248810033E-04,    1.9198619304E-03,    8.5766170632E-02,    1.3765873632E-02,    1.5687277400E-04,    1.9794347480E-05,    8.6025980211E-06,   0.0000000000000000     
    6.3288288288E-01,    0.0000000000E+00,    8.0445998488E-06,    1.8447781715E-05,    1.4655908618E-04,    3.3872741723E-04,    3.3872409738E-04,    1.8148672248E-03,    8.2859970545E-02,    1.3116389548E-02,    1.4655908618E-04,    1.8447781715E-05,    8.0445998488E-06,   0.0000000000000000     
    6.3603603604E-01,    0.0000000000E+00,    7.5191132026E-06,    1.7183327766E-05,    1.3677350048E-04,    3.1615973430E-04,    3.1615717903E-04,    1.7150096721E-03,    8.0030086355E-02,    1.2492081472E-02,    1.3677350048E-04,    1.7183327766E-05,    7.5191132026E-06,   0.0000000000000000     
    6.3918918919E-01,    0.0000000000E+00,    7.0259697821E-06,    1.6000668182E-05,    1.2750791586E-04,    2.9476943111E-04,    2.9476751478E-04,    1.6202269883E-03,    7.7275390270E-02,    1.1892454090E-02,    1.2750791586E-04,    1.6000668182E-05,    7.0259697821E-06,   0.0000000000000000     
    6.4234234234E-01,    0.0000000000E+00,    6.5634950441E-06,    1.4895398343E-05,    1.1874092531E-04,    2.7450959083E-04,    2.7450819893E-04,    1.5302992407E-03,    7.4594453845E-02,    1.1316770063E-02,    1.1874092531E-04,    1.4895398343E-05,    6.5634950441E-06,   0.0000000000000000     
    6.4549549550E-01,    0.0000000000E+00,    6.1300144452E-06,    1.3863113628E-05,    1.1045112181E-04,    2.5533329661E-04,    2.5533232575E-04,    1.4450064965E-03,    7.1985848634E-02,    1.0764292049E-02,    1.1045112181E-04,    1.3863113628E-05,    6.1300144452E-06,   0.0000000000000000     
    6.4864864865E-01,    0.0000000000E+00,    5.7238534421E-06,    1.2899409416E-05,    1.0261709838E-04,    2.3719363161E-04,    2.3719298954E-04,    1.3641288226E-03,    6.9448146190E-02,    1.0234282708E-02,    1.0261709838E-04,    1.2899409416E-05,    5.7238534421E-06,   0.0000000000000000     
    6.5180180180E-01,    0.0000000000E+00,    5.3433374914E-06,    1.1999881088E-05,    9.5217447996E-05,    2.2004367899E-04,    2.2004328457E-04,    1.2874462863E-03,    6.6979918067E-02,    9.7260046997E-03,    9.5217447996E-05,    1.1999881088E-05,    5.3433374914E-06,   0.0000000000000000     
    6.5495495495E-01,    0.0000000000E+00,    4.9837004522E-06,    1.1151764590E-05,    8.8200724182E-05,    2.0377394979E-04,    2.0377374887E-04,    1.2143951932E-03,    6.4578957316E-02,    9.2380719143E-03,    8.8200724182E-05,    1.1151764590E-05,    4.9837004522E-06,   0.0000000000000000     
    6.5810810811E-01,    0.0000000000E+00,    4.6452735631E-06,    1.0356078776E-05,    8.1565009089E-05,    1.8837812301E-04,    1.8837806229E-04,    1.1449786378E-03,    6.2244340570E-02,    8.7701679229E-03,    8.1565009089E-05,    1.0356078776E-05,    4.6452735631E-06,   0.0000000000000000     
    6.6126126126E-01,    0.0000000000E+00,    4.3283617277E-06,    9.6137712907E-06,    7.5308128985E-05,    1.7384934466E-04,    1.7384937180E-04,    1.0791967860E-03,    5.9975137836E-02,    8.3219707707E-03,    7.5308128985E-05,    9.6137712907E-06,    4.3283617277E-06,   0.0000000000000000     
    6.6441441441E-01,    0.0000000000E+00,    4.0318295716E-06,    8.9218953846E-06,    6.9413915694E-05,    1.6015161036E-04,    1.6015168138E-04,    1.0168896565E-03,    5.7770056435E-02,    7.8928562612E-03,    6.9413915694E-05,    8.9218953846E-06,    4.0318295716E-06,   0.0000000000000000     
    6.6756756757E-01,    0.0000000000E+00,    3.7545417207E-06,    8.2775043072E-06,    6.3866201039E-05,    1.4724891573E-04,    1.4724899502E-04,    9.5789726767E-04,    5.5627803692E-02,    7.4822001983E-03,    6.3866201039E-05,    8.2775043072E-06,    3.7545417207E-06,   0.0000000000000000     
    6.7072072072E-01,    0.0000000000E+00,    3.4953628008E-06,    7.6776513082E-06,    5.8648816846E-05,    1.3510525640E-04,    1.3510531670E-04,    9.0205963806E-04,    5.3547086930E-02,    7.0893783858E-03,    5.8648816846E-05,    7.6776513082E-06,    3.4953628008E-06,   0.0000000000000000     
    6.7387387387E-01,    0.0000000000E+00,    3.2531574376E-06,    7.1193896374E-06,    5.3745594939E-05,    1.2368462798E-04,    1.2368465041E-04,    8.4921678615E-04,    5.1526613473E-02,    6.7137666273E-03,    5.3745594939E-05,    7.1193896374E-06,    3.2531574376E-06,   0.0000000000000000     
    6.7702702703E-01,    0.0000000000E+00,    3.0250961948E-06,    6.5952142069E-06,    4.9122126414E-05,    1.1291225028E-04,    1.1291225747E-04,    7.9900816818E-04,    4.9564541145E-02,    6.3542814484E-03,    4.9122126414E-05,    6.5952142069E-06,    3.0250961948E-06,   0.0000000000000000     
    6.8018018018E-01,    0.0000000000E+00,    2.8103691200E-06,    6.1030539028E-06,    4.4765747058E-05,    1.0275956756E-04,    1.0275958415E-04,    7.5131232977E-04,    4.7659682826E-02,    6.0103868780E-03,    4.4765747058E-05,    6.1030539028E-06,    2.8103691200E-06,   0.0000000000000000     
    6.8333333333E-01,    0.0000000000E+00,    2.6097854286E-06,    5.6451944256E-06,    4.0681226967E-05,    9.3235085704E-05,    9.3235106600E-05,    7.0619951200E-04,    4.5811376602E-02,    5.6819859191E-03,    4.0681226967E-05,    5.6451944256E-06,    2.6097854286E-06,   0.0000000000000000     
    6.8648648649E-01,    0.0000000000E+00,    2.4225909897E-06,    5.2197148638E-06,    3.6856502982E-05,    8.4311526698E-05,    8.4311547709E-05,    6.6355486926E-04,    4.4018453458E-02,    5.3685577345E-03,    3.6856502982E-05,    5.2197148638E-06,    2.4225909897E-06,   0.0000000000000000     
    6.8963963964E-01,    0.0000000000E+00,    2.2480316721E-06,    4.8246943062E-06,    3.3279511942E-05,    7.5961612545E-05,    7.5961630373E-05,    6.2326355595E-04,    4.2279744382E-02,    5.0695814870E-03,    3.3279511942E-05,    4.8246943062E-06,    2.2480316721E-06,   0.0000000000000000     
    6.9279279279E-01,    0.0000000000E+00,    2.0853533446E-06,    4.4582118414E-06,    2.9938190688E-05,    6.8158065244E-05,    6.8158077490E-05,    5.8521072644E-04,    4.0594080360E-02,    4.7845363395E-03,    2.9938190688E-05,    4.4582118414E-06,    2.0853533446E-06,   0.0000000000000000     
    6.9594594595E-01,    0.0000000000E+00,    1.9338018764E-06,    4.1183465581E-06,    2.6820476060E-05,    6.0873606796E-05,    6.0873611953E-05,    5.4928153513E-04,    3.8960292377E-02,    4.5129014548E-03,    2.6820476060E-05,    4.1183465581E-06,    1.9338018764E-06,   0.0000000000000000     
    6.9909909910E-01,    0.0000000000E+00,    1.7919102869E-06,    3.8012817315E-06,    2.3902850154E-05,    5.4043236008E-05,    5.4043236008E-05,    5.1527008070E-04,    3.7376885397E-02,    4.2538950671E-03,    2.3902850154E-05,    3.8012817315E-06,    1.7919102869E-06,   0.0000000000000000     
    7.0225225225E-01,    0.0000000000E+00,    1.6582712903E-06,    3.5033593933E-06,    2.1162754289E-05,    4.7605110645E-05,    4.7605110645E-05,    4.8297808688E-04,    3.5842391683E-02,    4.0067572607E-03,    2.1162754289E-05,    3.5033593933E-06,    1.6582712903E-06,   0.0000000000000000     
    7.0540540541E-01,    0.0000000000E+00,    1.5338280207E-06,    3.2271724873E-06,    1.8615398593E-05,    4.1621770106E-05,    4.1621770106E-05,    4.5250750802E-04,    3.4356418472E-02,    3.7715884593E-03,    1.8615398593E-05,    3.2271724873E-06,    1.5338280207E-06,   0.0000000000000000     
    7.0855855856E-01,    0.0000000000E+00,    1.4180774981E-06,    2.9714680353E-06,    1.6252755645E-05,    3.6079227030E-05,    3.6079227030E-05,    4.2377557926E-04,    3.2917911614E-02,    3.5479597563E-03,    1.6252755645E-05,    2.9714680353E-06,    1.4180774981E-06,   0.0000000000000000     
    7.1171171171E-01,    0.0000000000E+00,    1.3105167426E-06,    2.7349930591E-06,    1.4066798021E-05,    3.0963494056E-05,    3.0963494056E-05,    3.9669953576E-04,    3.1525816962E-02,    3.3354422449E-03,    1.4066798021E-05,    2.7349930591E-06,    1.3105167426E-06,   0.0000000000000000     
