x,tb,bb,cb,sb,db,ub,g,u,d,s,c,b, t                   
    3.1132404868E-02,    0.0000000000E+00,    2.0087901304E+00,    3.8237226940E+00,    5.5539587100E+00,    8.3827504448E+00,    7.9158963898E+00,    1.0079813333E+02,    1.8491984145E+01,    1.5397109471E+01,    5.5539587100E+00,    3.8237226940E+00,    2.0087901304E+00,   0.0000000000000000     
    3.1787944306E-02,    0.0000000000E+00,    1.9323515022E+00,    3.6867464540E+00,    5.3669519670E+00,    8.1149004180E+00,    7.6596389968E+00,    9.7086332777E+01,    1.8100709850E+01,    1.5024879069E+01,    5.3669519670E+00,    3.6867464540E+00,    1.9323515022E+00,   0.0000000000000000     
    3.2457287109E-02,    0.0000000000E+00,    1.8574962893E+00,    3.5522173132E+00,    5.1828998067E+00,    7.8508444065E+00,    7.4070189684E+00,    9.3449536956E+01,    1.7712939335E+01,    1.4656137402E+01,    5.1828998067E+00,    3.5522173132E+00,    1.8574962893E+00,   0.0000000000000000     
    3.3140723929E-02,    0.0000000000E+00,    1.7863893107E+00,    3.4237164770E+00,    5.0063923377E+00,    7.5968381893E+00,    7.1639874654E+00,    8.9991537318E+01,    1.7336181420E+01,    1.4298145636E+01,    5.0063923377E+00,    3.4237164770E+00,    1.7863893107E+00,   0.0000000000000000     
    3.3838551534E-02,    0.0000000000E+00,    1.7189334874E+00,    3.3011147837E+00,    4.8372938125E+00,    7.3527393817E+00,    6.9303956707E+00,    8.6707778688E+01,    1.6970343600E+01,    1.3950827984E+01,    4.8372938125E+00,    3.3011147837E+00,    1.7189334874E+00,   0.0000000000000000     
    3.4551072946E-02,    0.0000000000E+00,    1.6549962351E+00,    3.1842286067E+00,    4.6754027312E+00,    7.1183218465E+00,    6.7060131582E+00,    8.3592018119E+01,    1.6615244042E+01,    1.3614023891E+01,    4.6754027312E+00,    3.1842286067E+00,    1.6549962351E+00,   0.0000000000000000     
    3.5278597564E-02,    0.0000000000E+00,    1.5944056178E+00,    3.0728138710E+00,    4.5204445316E+00,    6.8932662565E+00,    6.4905187347E+00,    8.0636141765E+01,    1.6270601238E+01,    1.3287478170E+01,    4.5204445316E+00,    3.0728138710E+00,    1.5944056178E+00,   0.0000000000000000     
    3.6021441302E-02,    0.0000000000E+00,    1.5369461795E+00,    2.9665595673E+00,    4.3720636644E+00,    6.6771498579E+00,    6.2834905088E+00,    7.7829966461E+01,    1.5936022782E+01,    1.2970830296E+01,    4.3720636644E+00,    2.9665595673E+00,    1.5369461795E+00,   0.0000000000000000     
    3.6779926729E-02,    0.0000000000E+00,    1.4823544314E+00,    2.8650807273E+00,    4.2298150061E+00,    6.4694353757E+00,    6.0843951274E+00,    7.5161024876E+01,    1.5610993181E+01,    1.2663602795E+01,    4.2298150061E+00,    2.8650807273E+00,    1.4823544314E+00,   0.0000000000000000     
    3.7554383204E-02,    0.0000000000E+00,    1.4303139689E+00,    2.7679108185E+00,    4.0931545611E+00,    6.2694589953E+00,    5.8925761179E+00,    7.2614333016E+01,    1.5294860656E+01,    1.2365188658E+01,    4.0931545611E+00,    2.7679108185E+00,    1.4303139689E+00,   0.0000000000000000     
    3.8345147019E-02,    0.0000000000E+00,    1.3774384066E+00,    2.6699515650E+00,    3.9560241990E+00,    6.0696641782E+00,    5.7005952176E+00,    7.0029264314E+01,    1.4979813187E+01,    1.2068234303E+01,    3.9560241990E+00,    2.6699515650E+00,    1.3774384066E+00,   0.0000000000000000     
    3.9152561552E-02,    0.0000000000E+00,    1.3230635626E+00,    2.5702076273E+00,    3.8172461600E+00,    5.8685879203E+00,    5.5070128380E+00,    6.7374321113E+01,    1.4664357099E+01,    1.1771336813E+01,    3.8172461600E+00,    2.5702076273E+00,    1.3230635626E+00,   0.0000000000000000     
    3.9976977408E-02,    0.0000000000E+00,    1.2703758126E+00,    2.4734879166E+00,    3.6825474005E+00,    5.6733894157E+00,    5.3188768363E+00,    6.4800661010E+01,    1.4355940808E+01,    1.1481515421E+01,    3.6825474005E+00,    2.4734879166E+00,    1.2703758126E+00,   0.0000000000000000     
    4.0818752575E-02,    0.0000000000E+00,    1.2193948754E+00,    2.3798228670E+00,    3.5519651484E+00,    5.4841141832E+00,    5.1362364914E+00,    6.2309209576E+01,    1.4054620274E+01,    1.1198823448E+01,    3.5519651484E+00,    2.3798228670E+00,    1.2193948754E+00,   0.0000000000000000     
    4.1678252580E-02,    0.0000000000E+00,    1.1701314179E+00,    2.2892259259E+00,    3.4255129837E+00,    5.3007725636E+00,    4.9591089751E+00,    5.9900451107E+01,    1.3760405196E+01,    1.0923268507E+01,    3.4255129837E+00,    2.2892259259E+00,    1.1701314179E+00,   0.0000000000000000     
    4.2555850646E-02,    0.0000000000E+00,    1.1225858947E+00,    2.2016914001E+00,    3.3031778591E+00,    5.1233353243E+00,    4.7874753078E+00,    5.7574372157E+01,    1.3473253209E+01,    1.0654806788E+01,    3.3031778591E+00,    2.2016914001E+00,    1.1225858947E+00,   0.0000000000000000     
    4.3451927854E-02,    0.0000000000E+00,    1.0767472846E+00,    2.1171921133E+00,    3.1849168577E+00,    4.9517288798E+00,    4.6212759577E+00,    5.5330400100E+01,    1.3193063578E+01,    1.0393336844E+01,    3.1849168577E+00,    2.1171921133E+00,    1.0767472846E+00,   0.0000000000000000     
    4.4366873310E-02,    0.0000000000E+00,    1.0325917175E+00,    2.0356768589E+00,    3.0706536708E+00,    4.7858300988E+00,    4.4604060596E+00,    5.3167336330E+01,    1.2919670340E+01,    1.0138692838E+01,    3.0706536708E+00,    2.0356768589E+00,    1.0325917175E+00,   0.0000000000000000     
    4.5301084314E-02,    0.0000000000E+00,    9.9008098291E-01,    1.9570676347E+00,    2.9602747716E+00,    4.6254606649E+00,    4.3047102211E+00,    5.1083283705E+01,    1.2652834863E+01,    9.8906372095E+00,    2.9602747716E+00,    1.9570676347E+00,    9.9008098291E-01,   0.0000000000000000     
    4.6254966530E-02,    0.0000000000E+00,    9.4818566480E-01,    1.8794050665E+00,    2.8510244273E+00,    4.4665080979E+00,    4.1503990673E+00,    4.9028061246E+01,    1.2386953746E+01,    9.6436518080E+00,    2.8510244273E+00,    1.8794050665E+00,    9.4818566480E-01,   0.0000000000000000     
    4.7228934166E-02,    0.0000000000E+00,    9.0780232118E-01,    1.8043869657E+00,    2.7452845740E+00,    4.3125107017E+00,    4.0007516461E+00,    4.7045307100E+01,    1.2126865267E+01,    9.4024957389E+00,    2.7452845740E+00,    1.8043869657E+00,    9.0780232118E-01,   0.0000000000000000     
    4.8223410151E-02,    0.0000000000E+00,    8.6898631392E-01,    1.7321147418E+00,    2.6431953761E+00,    4.1636690445E+00,    3.8559640480E+00,    4.5137683168E+01,    1.1872857288E+01,    9.1674490525E+00,    2.6431953761E+00,    1.7321147418E+00,    8.6898631392E-01,   0.0000000000000000     
    4.9238826317E-02,    0.0000000000E+00,    8.3174001964E-01,    1.6625899732E+00,    2.5447574878E+00,    4.0199764851E+00,    3.7160414617E+00,    4.3305270923E+01,    1.1624938790E+01,    8.9385170934E+00,    2.5447574878E+00,    1.6625899732E+00,    8.3174001964E-01,   0.0000000000000000     
    5.0275623592E-02,    0.0000000000E+00,    7.9605594890E-01,    1.5957963754E+00,    2.4499472826E+00,    3.8813908521E+00,    3.5809567924E+00,    4.1547672035E+01,    1.1383074467E+01,    8.7156614053E+00,    2.4499472826E+00,    1.5957963754E+00,    7.9605594890E-01,   0.0000000000000000     
    5.1334252188E-02,    0.0000000000E+00,    7.6191556079E-01,    1.5316976634E+00,    2.3587139502E+00,    3.7478302235E+00,    3.4506467809E+00,    3.9863950833E+01,    1.1147179363E+01,    8.4987944465E+00,    2.3587139502E+00,    1.5316976634E+00,    7.6191556079E-01,   0.0000000000000000     
    5.2415171796E-02,    0.0000000000E+00,    7.2928797526E-01,    1.4702352292E+00,    2.2709763428E+00,    3.6191683420E+00,    3.3250077867E+00,    3.8252571798E+01,    1.0917113037E+01,    8.2877738460E+00,    2.2709763428E+00,    1.4702352292E+00,    7.2928797526E-01,   0.0000000000000000     
    5.3518851785E-02,    0.0000000000E+00,    6.9812857516E-01,    1.4113256215E+00,    2.1866195520E+00,    3.4952296392E+00,    3.2038912102E+00,    3.6711331713E+01,    1.0692673227E+01,    8.0823961678E+00,    2.1866195520E+00,    1.4113256215E+00,    6.9812857516E-01,   0.0000000000000000     
    5.4645771410E-02,    0.0000000000E+00,    6.6785478401E-01,    1.3538000686E+00,    2.1039564698E+00,    3.3734086989E+00,    3.0849733339E+00,    3.5211407821E+01,    1.0470365529E+01,    7.8791796462E+00,    2.1039564698E+00,    1.3538000686E+00,    6.6785478401E-01,   0.0000000000000000     
    5.5796420017E-02,    0.0000000000E+00,    6.3885182023E-01,    1.2984518706E+00,    2.0241496621E+00,    3.2555139265E+00,    2.9698786465E+00,    3.3771906657E+01,    1.0252691848E+01,    7.6806154034E+00,    2.0241496621E+00,    1.2984518706E+00,    6.3885182023E-01,   0.0000000000000000     
    5.6971297255E-02,    0.0000000000E+00,    6.1117573189E-01,    1.2454122666E+00,    1.9474041950E+00,    3.1418759811E+00,    2.8589081104E+00,    3.2395655331E+01,    1.0040155107E+01,    7.4872043798E+00,    1.9474041950E+00,    1.2454122666E+00,    6.1117573189E-01,   0.0000000000000000     
    5.8170913294E-02,    0.0000000000E+00,    5.8478657565E-01,    1.1946227189E+00,    1.8736532160E+00,    3.0324092293E+00,    2.7519887335E+00,    3.1080747684E+01,    9.8327003716E+00,    7.2988927710E+00,    1.8736532160E+00,    1.1946227189E+00,    5.8478657565E-01,   0.0000000000000000     
    5.9395789046E-02,    0.0000000000E+00,    5.5963098003E-01,    1.1460024480E+00,    1.8028013885E+00,    2.9269889683E+00,    2.6490108990E+00,    2.9824633898E+01,    9.6302274001E+00,    7.1155826365E+00,    1.8028013885E+00,    1.1460024480E+00,    5.5963098003E-01,   0.0000000000000000     
    6.0646456392E-02,    0.0000000000E+00,    5.3564070142E-01,    1.0994460092E+00,    1.7347217536E+00,    2.8254470943E+00,    2.5498242767E+00,    2.8624051211E+01,    9.4325854153E+00,    6.9371268117E+00,    1.7347217536E+00,    1.0994460092E+00,    5.3564070142E-01,   0.0000000000000000     
    6.1923458414E-02,    0.0000000000E+00,    5.1273105984E-01,    1.0548206666E+00,    1.6692523278E+00,    2.7275674072E+00,    2.4542333886E+00,    2.7474948871E+01,    9.2395674226E+00,    6.7633233857E+00,    1.6692523278E+00,    1.0548206666E+00,    5.1273105984E-01,   0.0000000000000000     
    6.3227349627E-02,    0.0000000000E+00,    4.9053867166E-01,    1.0115444095E+00,    1.6056680862E+00,    2.6323762699E+00,    2.3613330162E+00,    2.6359866981E+01,    9.0501378707E+00,    6.5931681036E+00,    1.6056680862E+00,    1.0115444095E+00,    4.9053867166E-01,   0.0000000000000000     
    6.4558696223E-02,    0.0000000000E+00,    4.6813123499E-01,    9.6811900469E-01,    1.5420966839E+00,    2.5373576904E+00,    2.2687727962E+00,    2.5233970421E+01,    8.8615780292E+00,    6.4240271220E+00,    1.5420966839E+00,    9.6811900469E-01,    4.6813123499E-01,   0.0000000000000000     
    6.5918076317E-02,    0.0000000000E+00,    4.4655523434E-01,    9.2622789499E-01,    1.4806446685E+00,    2.4453383820E+00,    2.1792075370E+00,    2.4147655319E+01,    8.6769757202E+00,    6.2588865292E+00,    1.4806446685E+00,    9.2622789499E-01,    4.4655523434E-01,   0.0000000000000000     
    6.7306080196E-02,    0.0000000000E+00,    4.2581604127E-01,    8.8587846626E-01,    1.4213204187E+00,    2.3563252367E+00,    2.0926499920E+00,    2.3101219175E+01,    8.4963442254E+00,    6.0977560211E+00,    1.4213204187E+00,    8.8587846626E-01,    4.2581604127E-01,   0.0000000000000000     
    6.8723310577E-02,    0.0000000000E+00,    4.0591426336E-01,    8.4706886937E-01,    1.3641191155E+00,    2.2703055413E+00,    2.0090942246E+00,    2.2094734633E+01,    8.3196678421E+00,    5.9406167578E+00,    1.3641191155E+00,    8.4706886937E-01,    4.0591426336E-01,   0.0000000000000000     
    7.0170382867E-02,    0.0000000000E+00,    3.8684515501E-01,    8.0978688883E-01,    1.3090211321E+00,    2.1872446046E+00,    1.9285133221E+00,    2.1128021461E+01,    8.1468983316E+00,    5.7874178905E+00,    1.3090211321E+00,    8.0978688883E-01,    3.8684515501E-01,   0.0000000000000000     
    7.1647925433E-02,    0.0000000000E+00,    3.6859797699E-01,    7.7400871298E-01,    1.2559902839E+00,    2.1070831792E+00,    1.8508569125E+00,    2.0200616104E+01,    7.9779510591E+00,    5.6380727862E+00,    1.2559902839E+00,    7.7400871298E-01,    3.6859797699E-01,   0.0000000000000000     
    7.3156579871E-02,    0.0000000000E+00,    3.5115530057E-01,    7.3969759834E-01,    1.2049719274E+00,    2.0297346611E+00,    1.7760484666E+00,    1.9311738588E+01,    7.8127008002E+00,    5.4924549281E+00,    1.2049719274E+00,    7.3969759834E-01,    3.5115530057E-01,   0.0000000000000000     
    7.4697001290E-02,    0.0000000000E+00,    3.3429872654E-01,    7.0636969905E-01,    1.1552209008E+00,    1.9540343645E+00,    1.7029761237E+00,    1.8451199235E+01,    7.6492096472E+00,    5.3486498990E+00,    1.1552209008E+00,    7.0636969905E-01,    3.3429872654E-01,   0.0000000000000000     
    7.6269858590E-02,    0.0000000000E+00,    3.1819564164E-01,    6.7440630606E-01,    1.1073335080E+00,    1.8809171786E+00,    1.6325446451E+00,    1.7626859315E+01,    7.4890886164E+00,    5.2082443091E+00,    1.1073335080E+00,    6.7440630606E-01,    3.1819564164E-01,   0.0000000000000000     
    7.7875834758E-02,    0.0000000000E+00,    3.0284135843E-01,    6.4380676126E-01,    1.0613168249E+00,    1.8103987257E+00,    1.5647759691E+00,    1.6838521474E+01,    7.3324052657E+00,    5.0713025361E+00,    1.0613168249E+00,    6.4380676126E-01,    3.0284135843E-01,   0.0000000000000000     
    7.9515627160E-02,    0.0000000000E+00,    2.8821604204E-01,    6.1453964925E-01,    1.0171326945E+00,    1.7424262567E+00,    1.4996264348E+00,    1.6085273437E+01,    7.1791199540E+00,    4.9377835567E+00,    1.0171326945E+00,    6.1453964925E-01,    2.8821604204E-01,   0.0000000000000000     
    8.1189947849E-02,    0.0000000000E+00,    2.7429264173E-01,    5.8656086319E-01,    9.7472594962E-01,    1.6769230446E+00,    1.4370294028E+00,    1.5365858397E+01,    7.0291615180E+00,    4.8076156577E+00,    9.7472594962E-01,    5.8656086319E-01,    2.7429264173E-01,   0.0000000000000000     
    8.2899523869E-02,    0.0000000000E+00,    2.6103610878E-01,    5.5981221456E-01,    9.3402253309E-01,    1.6137857267E+00,    1.3768926835E+00,    1.4678637516E+01,    6.8824236305E+00,    4.6806929089E+00,    9.3402253309E-01,    5.5981221456E-01,    2.6103610878E-01,   0.0000000000000000     
    8.4645097574E-02,    0.0000000000E+00,    2.4834611259E-01,    5.3412250116E-01,    8.9479861751E-01,    1.5526988305E+00,    1.3189266910E+00,    1.4018860247E+01,    6.7385336268E+00,    4.5566470819E+00,    8.9479861751E-01,    5.3412250116E-01,    2.4834611259E-01,   0.0000000000000000     
    8.6427426949E-02,    0.0000000000E+00,    2.3587339080E-01,    5.0889042756E-01,    8.5626123037E-01,    1.4925404484E+00,    1.2620940428E+00,    1.3369913669E+01,    6.5961125129E+00,    4.4341174031E+00,    8.5626123037E-01,    5.0889042756E-01,    2.3587339080E-01,   0.0000000000000000     
    8.8247285940E-02,    0.0000000000E+00,    2.2395614004E-01,    4.8470102730E-01,    8.1918585115E-01,    1.4344116191E+00,    1.2074142362E+00,    1.2747938452E+01,    6.4565443415E+00,    4.3144707948E+00,    8.1918585115E-01,    4.8470102730E-01,    2.2395614004E-01,   0.0000000000000000     
    9.0105464789E-02,    0.0000000000E+00,    2.1258629569E-01,    4.6154111293E-01,    7.8355635666E-01,    1.3782916985E+00,    1.1548667936E+00,    1.2152574759E+01,    6.3198136134E+00,    4.1976937305E+00,    7.8355635666E-01,    4.6154111293E-01,    2.1258629569E-01,   0.0000000000000000     
    9.2002770379E-02,    0.0000000000E+00,    2.0175126169E-01,    4.3938913584E-01,    7.4934502068E-01,    1.3241437727E+00,    1.1044145648E+00,    1.1583244286E+01,    6.1858803471E+00,    4.0837494536E+00,    7.4934502068E-01,    4.3938913584E-01,    2.0175126169E-01,   0.0000000000000000     
    9.3940026581E-02,    0.0000000000E+00,    1.9143340240E-01,    4.1821424113E-01,    7.1651119253E-01,    1.2719127941E+00,    1.0560018182E+00,    1.1039125633E+01,    6.0546771841E+00,    3.9725752348E+00,    7.1651119253E-01,    4.1821424113E-01,    1.9143340240E-01,   0.0000000000000000     
    9.5918074615E-02,    0.0000000000E+00,    1.8160949155E-01,    3.9797524260E-01,    6.8499986333E-01,    1.2215235593E+00,    1.0095521687E+00,    1.0519127589E+01,    5.9261062460E+00,    3.8640793946E+00,    6.8499986333E-01,    3.9797524260E-01,    1.8160949155E-01,   0.0000000000000000     
    9.7937773415E-02,    0.0000000000E+00,    1.7210059368E-01,    3.7834405522E-01,    6.5435829979E-01,    1.1723375957E+00,    9.6442379391E-01,    1.0014665855E+01,    5.7992332169E+00,    3.7573717500E+00,    6.5435829979E-01,    3.7834405522E-01,    1.7210059368E-01,   0.0000000000000000     
    1.0000000000E-01,    0.0000000000E+00,    1.6297836698E-01,    3.5945419618E-01,    6.2477353070E-01,    1.1246229962E+00,    9.2088361455E-01,    9.5292123246E+00,    5.6744678073E+00,    3.6528457928E+00,    6.2477353070E-01,    3.5945419618E-01,    1.6297836698E-01,   0.0000000000000000     
    1.0315315315E-01,    0.0000000000E+00,    1.5019703228E-01,    3.3285918511E-01,    5.8290076821E-01,    1.0566175694E+00,    8.5930934990E-01,    8.8457023350E+00,    5.4930439016E+00,    3.5016933296E+00,    5.8290076821E-01,    3.3285918511E-01,    1.5019703228E-01,   0.0000000000000000     
    1.0630630631E-01,    0.0000000000E+00,    1.3869357583E-01,    3.0877878251E-01,    5.4473573868E-01,    9.9409013589E-01,    8.0325192810E-01,    8.2267068627E+00,    5.3220635612E+00,    3.3602214820E+00,    5.4473573868E-01,    3.0877878251E-01,    1.3869357583E-01,   0.0000000000000000     
    1.0945945946E-01,    0.0000000000E+00,    1.2831062380E-01,    2.8691486742E-01,    5.0985427039E-01,    9.3643893574E-01,    7.5208682700E-01,    7.6644906133E+00,    5.1605169847E+00,    3.2274826891E+00,    5.0985427039E-01,    2.8691486742E-01,    1.2831062380E-01,   0.0000000000000000     
    1.1261261261E-01,    0.0000000000E+00,    1.1873976646E-01,    2.6668639417E-01,    4.7743288173E-01,    8.8249329748E-01,    7.0461143209E-01,    7.1439194353E+00,    5.0064716092E+00,    3.1016555389E+00,    4.7743288173E-01,    2.6668639417E-01,    1.1873976646E-01,   0.0000000000000000     
    1.1576576577E-01,    0.0000000000E+00,    1.1005476848E-01,    2.4822821689E-01,    4.4765848664E-01,    8.3252209738E-01,    6.6108590743E-01,    6.6685809086E+00,    4.8603297852E+00,    2.9831297724E+00,    4.4765848664E-01,    2.4822821689E-01,    1.1005476848E-01,   0.0000000000000000     
    1.1891891892E-01,    0.0000000000E+00,    1.0216692013E-01,    2.3137083810E-01,    4.2028844802E-01,    7.8618221456E-01,    6.2114854372E-01,    6.2341034141E+00,    4.7215012181E+00,    2.8713550998E+00,    4.2028844802E-01,    2.3137083810E-01,    1.0216692013E-01,   0.0000000000000000     
    1.2207207207E-01,    0.0000000000E+00,    9.4987511676E-02,    2.1594476032E-01,    3.9508012879E-01,    7.4313052810E-01,    5.8443763171E-01,    5.8361153328E+00,    4.5893956129E+00,    2.7657812314E+00,    3.9508012879E-01,    2.1594476032E-01,    9.4987511676E-02,   0.0000000000000000     
    1.2522522523E-01,    0.0000000000E+00,    8.8329540534E-02,    2.0160047803E-01,    3.7154295844E-01,    7.0268350029E-01,    5.5023181158E-01,    5.4655272362E+00,    4.4629123782E+00,    2.6653842089E+00,    3.7154295844E-01,    2.0160047803E-01,    8.8329540534E-02,   0.0000000000000000     
    1.2837837838E-01,    0.0000000000E+00,    8.2183710471E-02,    1.8831392721E-01,    3.4963461209E-01,    6.6477304232E-01,    5.1845994559E-01,    5.1217791532E+00,    4.3418735018E+00,    2.5699964321E+00,    3.4963461209E-01,    1.8831392721E-01,    8.2183710471E-02,   0.0000000000000000     
    1.3153153153E-01,    0.0000000000E+00,    7.6550846850E-02,    1.7607957997E-01,    3.2933829550E-01,    6.2936611946E-01,    4.8908793059E-01,    4.8047969235E+00,    4.2261535191E+00,    2.4794990762E+00,    3.2933829550E-01,    1.7607957997E-01,    7.6550846850E-02,   0.0000000000000000     
    1.3468468468E-01,    0.0000000000E+00,    7.1386127203E-02,    1.6480831153E-01,    3.1052207255E-01,    5.9627160518E-01,    4.6191463945E-01,    4.5123154063E+00,    4.1153899801E+00,    2.3935533417E+00,    3.1052207255E-01,    1.6480831153E-01,    7.1386127203E-02,   0.0000000000000000     
    1.3783783784E-01,    0.0000000000E+00,    6.6638858659E-02,    1.5439925092E-01,    2.9303653063E-01,    5.6527305772E-01,    4.3671212718E-01,    4.2417717586E+00,    4.0091717148E+00,    2.3117749171E+00,    2.9303653063E-01,    1.5439925092E-01,    6.6638858659E-02,   0.0000000000000000     
    1.4099099099E-01,    0.0000000000E+00,    6.2222794197E-02,    1.4468038621E-01,    2.7662641026E-01,    5.3600071307E-01,    4.1309002629E-01,    3.9888001022E+00,    3.9067924778E+00,    2.2335038455E+00,    2.7662641026E-01,    1.4468038621E-01,    6.2222794197E-02,   0.0000000000000000     
    1.4414414414E-01,    0.0000000000E+00,    5.8156157750E-02,    1.3568874332E-01,    2.6134746827E-01,    5.0853532336E-01,    3.9113522536E-01,    3.7543325284E+00,    3.8084130612E+00,    2.1588901154E+00,    2.6134746827E-01,    1.3568874332E-01,    5.8156157750E-02,   0.0000000000000000     
    1.4729729730E-01,    0.0000000000E+00,    5.4409393301E-02,    1.2736574439E-01,    2.4711321769E-01,    4.8275159648E-01,    3.7071633920E-01,    3.5368780941E+00,    3.7137977164E+00,    2.0877132855E+00,    2.4711321769E-01,    1.2736574439E-01,    5.4409393301E-02,   0.0000000000000000     
    1.5045045045E-01,    0.0000000000E+00,    5.0952944834E-02,    1.1965281157E-01,    2.3383717160E-01,    4.5852424034E-01,    3.5170198261E-01,    3.3349458561E+00,    3.6227106946E+00,    2.0197529147E+00,    2.3383717160E-01,    1.1965281157E-01,    5.0952944834E-02,   0.0000000000000000     
    1.5360360360E-01,    0.0000000000E+00,    4.7740564974E-02,    1.1245984258E-01,    2.2138831666E-01,    4.3566813190E-01,    3.3389261378E-01,    3.1462326962E+00,    3.5348142282E+00,    1.9546963364E+00,    2.2138831666E-01,    1.1245984258E-01,    4.7740564974E-02,   0.0000000000000000     
    1.5675675676E-01,    0.0000000000E+00,    4.4725700045E-02,    1.0569615663E-01,    2.0963482248E-01,    4.1399705021E-01,    3.1708744018E-01,    2.9684205922E+00,    3.4497686776E+00,    1.8922291921E+00,    2.0963482248E-01,    1.0569615663E-01,    4.4725700045E-02,   0.0000000000000000     
    1.5990990991E-01,    0.0000000000E+00,    4.1929379527E-02,    9.9398715062E-02,    1.9862514547E-01,    3.9356702912E-01,    3.0136163473E-01,    2.8024800111E+00,    3.3676474763E+00,    1.8324105415E+00,    1.9862514547E-01,    9.9398715062E-02,    4.1929379527E-02,   0.0000000000000000     
    1.6306306306E-01,    0.0000000000E+00,    3.9335698571E-02,    9.3534722531E-02,    1.8830921493E-01,    3.7430170974E-01,    2.8663955467E-01,    2.6475842541E+00,    3.2882983127E+00,    1.7750953704E+00,    1.8830921493E-01,    9.3534722531E-02,    3.9335698571E-02,   0.0000000000000000     
    1.6621621622E-01,    0.0000000000E+00,    3.6928752324E-02,    8.8071383695E-02,    1.7863696018E-01,    3.5612473318E-01,    2.7284555724E-01,    2.5029066222E+00,    3.2115688749E+00,    1.7201386648E+00,    1.7863696018E-01,    8.8071383695E-02,    3.6928752324E-02,   0.0000000000000000     
    1.6936936937E-01,    0.0000000000E+00,    3.4685376605E-02,    8.2961096455E-02,    1.6953602992E-01,    3.3892739344E-01,    2.5986927992E-01,    2.3672486475E+00,    3.1372428860E+00,    1.6673351348E+00,    1.6953602992E-01,    8.2961096455E-02,    3.4685376605E-02,   0.0000000000000000     
    1.7252252252E-01,    0.0000000000E+00,    3.2581879448E-02,    7.8155182192E-02,    1.6093245297E-01,    3.2259863275E-01,    2.4759783588E-01,    2.2393848327E+00,    3.0650994183E+00,    1.6164751083E+00,    1.6093245297E-01,    7.8155182192E-02,    3.2581879448E-02,   0.0000000000000000     
    1.7567567568E-01,    0.0000000000E+00,    3.0624278035E-02,    7.3665559645E-02,    1.5284344251E-01,    3.0715977537E-01,    2.3606043061E-01,    2.1196111626E+00,    2.9951793252E+00,    1.5675955941E+00,    1.5284344251E-01,    7.3665559645E-02,    3.0624278035E-02,   0.0000000000000000     
    1.7882882883E-01,    0.0000000000E+00,    2.8802217627E-02,    6.9470753958E-02,    1.4523596242E-01,    2.9255919332E-01,    2.2520796631E-01,    2.0073851738E+00,    2.9273791994E+00,    1.5205976616E+00,    1.4523596242E-01,    6.9470753958E-02,    2.8802217627E-02,   0.0000000000000000     
    1.8198198198E-01,    0.0000000000E+00,    2.7105343482E-02,    6.5549290276E-02,    1.3807697661E-01,    2.7874525864E-01,    2.1499134516E-01,    1.9021644026E+00,    2.8615956338E+00,    1.4753823805E+00,    1.3807697661E-01,    6.5549290276E-02,    2.7105343482E-02,   0.0000000000000000     
    1.8513513514E-01,    0.0000000000E+00,    2.5521377401E-02,    6.1875835417E-02,    1.3132768681E-01,    2.6565794034E-01,    2.0535267809E-01,    1.8033086650E+00,    2.7977089533E+00,    1.4318356482E+00,    1.3132768681E-01,    6.1875835417E-02,    2.5521377401E-02,   0.0000000000000000     
    1.8828828829E-01,    0.0000000000E+00,    2.4026766373E-02,    5.8402439717E-02,    1.2491551860E-01,    2.5318795120E-01,    1.9618254389E-01,    1.7096049655E+00,    2.7355041246E+00,    1.3897544275E+00,    1.2491551860E-01,    5.8402439717E-02,    2.4026766373E-02,   0.0000000000000000     
    1.9144144144E-01,    0.0000000000E+00,    2.2630287382E-02,    5.5146005223E-02,    1.1886474917E-01,    2.4136724397E-01,    1.8751928731E-01,    1.6214828190E+00,    2.6750395495E+00,    1.3491906970E+00,    1.1886474917E-01,    5.5146005223E-02,    2.2630287382E-02,   0.0000000000000000     
    1.9459459459E-01,    0.0000000000E+00,    2.1325408024E-02,    5.2092724424E-02,    1.1315379306E-01,    2.3016088934E-01,    1.7933128074E-01,    1.5385939541E+00,    2.6162441488E+00,    1.3100756766E+00,    1.1315379306E-01,    5.2092724424E-02,    2.1325408024E-02,   0.0000000000000000     
    1.9774774775E-01,    0.0000000000E+00,    2.0105595900E-02,    4.9228789813E-02,    1.0776106485E-01,    2.1953395800E-01,    1.7158689658E-01,    1.4605900993E+00,    2.5590468430E+00,    1.2723405860E+00,    1.0776106485E-01,    4.9228789813E-02,    2.0105595900E-02,   0.0000000000000000     
    2.0090090090E-01,    0.0000000000E+00,    1.8964318608E-02,    4.6540393879E-02,    1.0266497909E-01,    2.0945152061E-01,    1.6425450722E-01,    1.3871229834E+00,    2.5033765531E+00,    1.2359166449E+00,    1.0266497909E-01,    4.6540393879E-02,    1.8964318608E-02,   0.0000000000000000     
    2.0405405405E-01,    0.0000000000E+00,    1.7885943484E-02,    4.3995311864E-02,    9.7816524352E-02,    1.9983930577E-01,    1.5725959469E-01,    1.3173822112E+00,    2.4490878523E+00,    1.2006635376E+00,    9.7816524352E-02,    4.3995311864E-02,    1.7885943484E-02,   0.0000000000000000     
