x,tb,bb,cb,sb,db,ub,g,u,d,s,c,b, t                   
    3.0174355942E-03,    0.0000000000E+00,    0.0000000000E+00,    2.4101521206E+01,    6.2674576564E+01,    1.2283961484E+02,    1.1822876481E+02,    1.8779739049E+03,    1.5102787092E+02,    1.3786452740E+02,    6.2674576564E+01,    2.4101521206E+01,    0.0000000000E+00,   0.0000000000000000     
    3.0809722225E-03,    0.0000000000E+00,    0.0000000000E+00,    2.3481255822E+01,    6.1101864024E+01,    1.1981568041E+02,    1.1524991881E+02,    1.8276718092E+03,    1.4762889511E+02,    1.3475714428E+02,    6.1101864024E+01,    2.3481255822E+01,    0.0000000000E+00,   0.0000000000000000     
    3.1458467096E-03,    0.0000000000E+00,    0.0000000000E+00,    2.2882293792E+01,    5.9581765251E+01,    1.1689133270E+02,    1.1237064148E+02,    1.7791942722E+03,    1.4433629485E+02,    1.3174944753E+02,    5.9581765251E+01,    2.2882293792E+01,    0.0000000000E+00,   0.0000000000000000     
    3.2120872263E-03,    0.0000000000E+00,    0.0000000000E+00,    2.2304320737E+01,    5.8113536556E+01,    1.1406518810E+02,    1.0958954147E+02,    1.7325123572E+03,    1.4114869667E+02,    1.2884006640E+02,    5.8113536556E+01,    2.2304320737E+01,    0.0000000000E+00,   0.0000000000000000     
    3.2797225364E-03,    0.0000000000E+00,    0.0000000000E+00,    2.1746839636E+01,    5.6695985001E+01,    1.1133501302E+02,    1.0690437916E+02,    1.6875813896E+03,    1.3806382286E+02,    1.2602677645E+02,    5.6695985001E+01,    2.1746839636E+01,    0.0000000000E+00,   0.0000000000000000     
    3.3487820092E-03,    0.0000000000E+00,    0.0000000000E+00,    2.1209150226E+01,    5.5327417604E+01,    1.0869762766E+02,    1.0431197070E+02,    1.6443391916E+03,    1.3507838854E+02,    1.2330640286E+02,    5.5327417604E+01,    2.1209150226E+01,    0.0000000000E+00,   0.0000000000000000     
    3.4192956328E-03,    0.0000000000E+00,    0.0000000000E+00,    2.0690326662E+01,    5.4005586231E+01,    1.0614880165E+02,    1.0180808387E+02,    1.6027041662E+03,    1.3218799012E+02,    1.2067471543E+02,    5.4005586231E+01,    2.0690326662E+01,    0.0000000000E+00,   0.0000000000000000     
    3.4912940264E-03,    0.0000000000E+00,    0.0000000000E+00,    2.0164195750E+01,    5.2666114016E+01,    1.0356672552E+02,    9.9271173232E+01,    1.5604221760E+03,    1.2926297177E+02,    1.1800933747E+02,    5.2666114016E+01,    2.0164195750E+01,    0.0000000000E+00,   0.0000000000000000     
    3.5648084540E-03,    0.0000000000E+00,    0.0000000000E+00,    1.9635964036E+01,    5.1321842870E+01,    1.0097572662E+02,    9.6725499597E+01,    1.5179393272E+03,    1.2632935082E+02,    1.1533473469E+02,    5.1321842870E+01,    1.9635964036E+01,    0.0000000000E+00,   0.0000000000000000     
    3.6398708381E-03,    0.0000000000E+00,    0.0000000000E+00,    1.9122787525E+01,    5.0015019359E+01,    9.8455780460E+01,    9.4250846146E+01,    1.4767299994E+03,    1.2347242335E+02,    1.1273128959E+02,    5.0015019359E+01,    1.9122787525E+01,    0.0000000000E+00,   0.0000000000000000     
    3.7165137731E-03,    0.0000000000E+00,    0.0000000000E+00,    1.8624864363E+01,    4.8746159532E+01,    9.6007886769E+01,    9.1848199000E+01,    1.4368093740E+03,    1.2069335411E+02,    1.1020002757E+02,    4.8746159532E+01,    1.8624864363E+01,    0.0000000000E+00,   0.0000000000000000     
    3.7947705400E-03,    0.0000000000E+00,    0.0000000000E+00,    1.8142312277E+01,    4.7515580618E+01,    9.3632668367E+01,    8.9518168393E+01,    1.3981857544E+03,    1.1799290408E+02,    1.0774159497E+02,    4.7515580618E+01,    1.8142312277E+01,    0.0000000000E+00,   0.0000000000000000     
    3.8746751205E-03,    0.0000000000E+00,    0.0000000000E+00,    1.7675158152E+01,    4.6323375144E+01,    9.1330321958E+01,    8.7260939683E+01,    1.3608596829E+03,    1.1537137731E+02,    1.0535620960E+02,    4.6323375144E+01,    1.7675158152E+01,    0.0000000000E+00,   0.0000000000000000     
    3.9562622115E-03,    0.0000000000E+00,    0.0000000000E+00,    1.7223326684E+01,    4.5169382750E+01,    8.9100564591E+01,    8.5076220032E+01,    1.3248229787E+03,    1.1282856310E+02,    1.0304360672E+02,    4.5169382750E+01,    1.7223326684E+01,    0.0000000000E+00,   0.0000000000000000     
    4.0395672411E-03,    0.0000000000E+00,    0.0000000000E+00,    1.6786628039E+01,    4.4053159543E+01,    8.6942575425E+01,    8.2963180405E+01,    1.2900576930E+03,    1.1036367305E+02,    1.0080298033E+02,    4.4053159543E+01,    1.6786628039E+01,    0.0000000000E+00,   0.0000000000000000     
    4.1246263829E-03,    0.0000000000E+00,    0.0000000000E+00,    1.6364744452E+01,    4.2973944785E+01,    8.4854932440E+01,    8.0920392548E+01,    1.2565349733E+03,    1.0797527267E+02,    9.8632919409E+01,    4.2973944785E+01,    1.6364744452E+01,    0.0000000000E+00,   0.0000000000000000     
    4.2114765724E-03,    0.0000000000E+00,    0.0000000000E+00,    1.5957215666E+01,    4.1930624732E+01,    8.2835543712E+01,    7.8945760546E+01,    1.2242138307E+03,    1.0566120712E+02,    9.6531338588E+01,    4.1930624732E+01,    1.5957215666E+01,    0.0000000000E+00,   0.0000000000000000     
    4.3001555228E-03,    0.0000000000E+00,    0.0000000000E+00,    1.5563423140E+01,    4.0921693389E+01,    8.0881572844E+01,    7.7036446574E+01,    1.1930398025E+03,    1.0341852054E+02,    9.4495403004E+01,    4.0921693389E+01,    1.5563423140E+01,    0.0000000000E+00,   0.0000000000000000     
    4.3907017413E-03,    0.0000000000E+00,    0.0000000000E+00,    1.5178666175E+01,    3.9935566578E+01,    7.8971080035E+01,    7.5170572470E+01,    1.1626090554E+03,    1.0122380180E+02,    9.2503059061E+01,    3.9935566578E+01,    1.5178666175E+01,    0.0000000000E+00,   0.0000000000000000     
    4.4831545462E-03,    0.0000000000E+00,    0.0000000000E+00,    1.4777802400E+01,    3.8910199993E+01,    7.6986481901E+01,    7.3230931622E+01,    1.1307679067E+03,    9.8951246475E+01,    9.0436034967E+01,    3.8910199993E+01,    1.4777802400E+01,    0.0000000000E+00,   0.0000000000000000     
    4.5775540835E-03,    0.0000000000E+00,    0.0000000000E+00,    1.4387428996E+01,    3.7911260157E+01,    7.5052256469E+01,    7.1341582326E+01,    1.0997920973E+03,    9.6734172451E+01,    8.8419571051E+01,    3.7911260157E+01,    1.4387428996E+01,    0.0000000000E+00,   0.0000000000000000     
    4.6739413444E-03,    0.0000000000E+00,    0.0000000000E+00,    1.4007751386E+01,    3.6939265629E+01,    7.3169398325E+01,    6.9503506413E+01,    1.0696981877E+03,    9.4573699276E+01,    8.6454682144E+01,    3.6939265629E+01,    1.4007751386E+01,    0.0000000000E+00,   0.0000000000000000     
    4.7723581836E-03,    0.0000000000E+00,    0.0000000000E+00,    1.3638925693E+01,    3.5994610011E+01,    7.1338662916E+01,    6.7717447940E+01,    1.0404986933E+03,    9.2470681179E+01,    8.4542140829E+01,    3.5994610011E+01,    1.3638925693E+01,    0.0000000000E+00,   0.0000000000000000     
    4.8728473369E-03,    0.0000000000E+00,    0.0000000000E+00,    1.3281052001E+01,    3.5077544869E+01,    6.9560533845E+01,    6.5983880732E+01,    1.0122015329E+03,    9.0425670691E+01,    8.2682444251E+01,    3.5077544869E+01,    1.3281052001E+01,    0.0000000000E+00,   0.0000000000000000     
    4.9754524398E-03,    0.0000000000E+00,    0.0000000000E+00,    1.2934167011E+01,    3.4188161131E+01,    6.7835187241E+01,    6.4302972997E+01,    9.8480942889E+02,    8.8438878987E+01,    8.0875777947E+01,    3.4188161131E+01,    1.2934167011E+01,    0.0000000000E+00,   0.0000000000000000     
    5.0802180469E-03,    0.0000000000E+00,    0.0000000000E+00,    1.2598236054E+01,    3.3326368820E+01,    6.6162452954E+01,    6.2674548810E+01,    9.5831925276E+02,    8.6510132713E+01,    7.9121976461E+01,    3.3326368820E+01,    1.2598236054E+01,    0.0000000000E+00,   0.0000000000000000     
    5.1871896509E-03,    0.0000000000E+00,    0.0000000000E+00,    1.2273144386E+01,    3.2491875025E+01,    6.4541772356E+01,    6.1098046214E+01,    9.3272131467E+02,    8.4638827015E+01,    7.7420480506E+01,    3.2491875025E+01,    1.2273144386E+01,    0.0000000000E+00,   0.0000000000000000     
    5.2964137023E-03,    0.0000000000E+00,    0.0000000000E+00,    1.1958687749E+01,    3.1684159944E+01,    6.2972152463E+01,    5.9572471688E+01,    9.0799859045E+02,    8.2823874486E+01,    7.5770290391E+01,    3.1684159944E+01,    1.1958687749E+01,    0.0000000000E+00,   0.0000000000000000     
    5.4079376298E-03,    0.0000000000E+00,    0.0000000000E+00,    1.1654562099E+01,    3.0902450878E+01,    6.1452116123E+01,    5.8096350692E+01,    8.8412588257E+02,    8.1063649723E+01,    7.4169915453E+01,    3.0902450878E+01,    1.1654562099E+01,    0.0000000000E+00,   0.0000000000000000     
    5.5218098607E-03,    0.0000000000E+00,    0.0000000000E+00,    1.1360352475E+01,    3.0145694004E+01,    5.9979647957E+01,    5.6667674014E+01,    8.6106890966E+02,    7.9355929151E+01,    7.2617319174E+01,    3.0145694004E+01,    1.1360352475E+01,    0.0000000000E+00,   0.0000000000000000     
    5.6380798421E-03,    0.0000000000E+00,    0.0000000000E+00,    1.1060893095E+01,    2.9375335442E+01,    5.8480837060E+01,    5.5213069341E+01,    8.3759059600E+02,    7.7618302372E+01,    7.1037462905E+01,    2.9375335442E+01,    1.1060893095E+01,    0.0000000000E+00,   0.0000000000000000     
    5.7567980622E-03,    0.0000000000E+00,    0.0000000000E+00,    1.0765261940E+01,    2.8614457303E+01,    5.6999943938E+01,    5.3776459489E+01,    8.1443060800E+02,    7.5900164579E+01,    6.9475300056E+01,    2.8614457303E+01,    1.0765261940E+01,    0.0000000000E+00,   0.0000000000000000     
    5.8780160723E-03,    0.0000000000E+00,    0.0000000000E+00,    1.0478019264E+01,    2.7874657441E+01,    5.5559212042E+01,    5.2379912971E+01,    7.9196019739E+02,    7.4226356670E+01,    6.7953428570E+01,    2.7874657441E+01,    1.0478019264E+01,    0.0000000000E+00,   0.0000000000000000     
    6.0017865092E-03,    0.0000000000E+00,    0.0000000000E+00,    1.0199273136E+01,    2.7156216221E+01,    5.4159187571E+01,    5.1023961431E+01,    7.7018754290E+02,    7.2597522092E+01,    6.6472415656E+01,    2.7156216221E+01,    1.0199273136E+01,    0.0000000000E+00,   0.0000000000000000     
    6.1281631182E-03,    0.0000000000E+00,    0.0000000000E+00,    9.9290864426E+00,    2.6459300557E+01,    5.2800200306E+01,    4.9708921280E+01,    7.4911708465E+02,    7.1014065776E+01,    6.5032609446E+01,    2.6459300557E+01,    9.9290864426E+00,    0.0000000000E+00,   0.0000000000000000     
    6.2572007761E-03,    0.0000000000E+00,    0.0000000000E+00,    9.6674710434E+00,    2.5783949200E+01,    5.1482335475E+01,    4.8434865780E+01,    7.2874904418E+02,    6.9476122929E+01,    6.3634110422E+01,    2.5783949200E+01,    9.6674710434E+00,    0.0000000000E+00,   0.0000000000000000     
    6.3889555152E-03,    0.0000000000E+00,    0.0000000000E+00,    9.4143814100E+00,    2.5130056714E+01,    5.0205403118E+01,    4.7201594650E+01,    7.0907890204E+02,    6.7983525043E+01,    6.2276740310E+01,    2.5130056714E+01,    9.4143814100E+00,    0.0000000000E+00,   0.0000000000000000     
