x,tb,bb,cb,sb,db,ub,g,u,d,s,c,b, t                   
    2.4244620171E-02,    0.0000000000E+00,    0.0000000000E+00,    1.5891195517E+00,    4.5617983393E+00,    9.3758350943E+00,    8.6658129000E+00,    1.1759942469E+02,    1.8491205110E+01,    1.6507277017E+01,    4.5617983393E+00,    1.5891195517E+00,    0.0000000000E+00,   0.0000000000000000     
    2.4755126981E-02,    0.0000000000E+00,    0.0000000000E+00,    1.5426635488E+00,    4.4354796844E+00,    9.1188846500E+00,    8.4305354227E+00,    1.1422606746E+02,    1.8150619846E+01,    1.6178530442E+01,    4.4354796844E+00,    1.5426635488E+00,    0.0000000000E+00,   0.0000000000000000     
    2.5276383276E-02,    0.0000000000E+00,    0.0000000000E+00,    1.4977155417E+00,    4.3130969900E+00,    8.8698184234E+00,    8.2025293662E+00,    1.1096522611E+02,    1.7818989968E+01,    1.5857920690E+01,    4.3130969900E+00,    1.4977155417E+00,    0.0000000000E+00,   0.0000000000000000     
    2.5808615404E-02,    0.0000000000E+00,    0.0000000000E+00,    1.4542227092E+00,    4.1945098347E+00,    8.6283524070E+00,    7.9815352143E+00,    1.0781306550E+02,    1.7495967368E+01,    1.5545127086E+01,    4.1945098347E+00,    1.4542227092E+00,    0.0000000000E+00,   0.0000000000000000     
    2.6352054477E-02,    0.0000000000E+00,    0.0000000000E+00,    1.4108422320E+00,    4.0761444440E+00,    8.3872335943E+00,    7.7609678083E+00,    1.0467190154E+02,    1.7172759480E+01,    1.5231953439E+01,    4.0761444440E+00,    1.4108422320E+00,    0.0000000000E+00,   0.0000000000000000     
    2.6906936474E-02,    0.0000000000E+00,    0.0000000000E+00,    1.3683679736E+00,    3.9601145741E+00,    8.1507552424E+00,    7.5447197717E+00,    1.0159946082E+02,    1.6854566764E+01,    1.4923256436E+01,    3.9601145741E+00,    1.3683679736E+00,    0.0000000000E+00,   0.0000000000000000     
    2.7473502344E-02,    0.0000000000E+00,    0.0000000000E+00,    1.3272003633E+00,    3.8474870860E+00,    7.9210862109E+00,    7.3347545888E+00,    9.8624834967E+01,    1.6544016252E+01,    1.4621493568E+01,    3.8474870860E+00,    1.3272003633E+00,    0.0000000000E+00,   0.0000000000000000     
    2.8051998106E-02,    0.0000000000E+00,    0.0000000000E+00,    1.2873452832E+00,    3.7382790151E+00,    7.6982650958E+00,    7.1311011597E+00,    9.5748397970E+01,    1.6241154539E+01,    1.4326716704E+01,    3.7382790151E+00,    1.2873452832E+00,    0.0000000000E+00,   0.0000000000000000     
    2.8642674964E-02,    0.0000000000E+00,    0.0000000000E+00,    1.2488003811E+00,    3.6324858617E+00,    7.4822877239E+00,    6.9337481744E+00,    9.2969905073E+01,    1.5945977586E+01,    1.4038931843E+01,    3.6324858617E+00,    1.2488003811E+00,    0.0000000000E+00,   0.0000000000000000     
    2.9245789408E-02,    0.0000000000E+00,    0.0000000000E+00,    1.2115540616E+00,    3.5300789429E+00,    7.2731018736E+00,    6.7426391800E+00,    9.0288417301E+01,    1.5658424448E+01,    1.3758093384E+01,    3.5300789429E+00,    1.2115540616E+00,    0.0000000000E+00,   0.0000000000000000     
    2.9861603330E-02,    0.0000000000E+00,    0.0000000000E+00,    1.1755843891E+00,    3.4310025144E+00,    7.0706015356E+00,    6.5576672180E+00,    8.7702219410E+01,    1.5378370439E+01,    1.3484097883E+01,    3.4310025144E+00,    1.1755843891E+00,    0.0000000000E+00,   0.0000000000000000     
    3.0490384138E-02,    0.0000000000E+00,    0.0000000000E+00,    1.1408578970E+00,    3.3351706446E+00,    6.8746206785E+00,    6.3786690002E+00,    8.5208730788E+01,    1.5105619720E+01,    1.3216777280E+01,    3.3351706446E+00,    1.1408578970E+00,    0.0000000000E+00,   0.0000000000000000     
    3.1132404868E-02,    0.0000000000E+00,    0.0000000000E+00,    1.1073282950E+00,    3.2424638207E+00,    6.6849264807E+00,    6.2054185871E+00,    8.2804408764E+01,    1.4839897246E+01,    1.2955891534E+01,    3.2424638207E+00,    1.1073282950E+00,    0.0000000000E+00,   0.0000000000000000     
    3.1787944306E-02,    0.0000000000E+00,    0.0000000000E+00,    1.0744136335E+00,    3.1513387727E+00,    6.4983989965E+00,    6.0350646161E+00,    8.0446245166E+01,    1.4577445970E+01,    1.2697931334E+01,    3.1513387727E+00,    1.0744136335E+00,    0.0000000000E+00,   0.0000000000000000     
    3.2457287109E-02,    0.0000000000E+00,    0.0000000000E+00,    1.0418530440E+00,    3.0611066038E+00,    6.3136532785E+00,    5.8663298110E+00,    7.8114855308E+01,    1.4316603865E+01,    1.2441358913E+01,    3.0611066038E+00,    1.0418530440E+00,    0.0000000000E+00,   0.0000000000000000     
    3.3140723929E-02,    0.0000000000E+00,    0.0000000000E+00,    1.0103268927E+00,    2.9735818362E+00,    6.1343851920E+00,    5.7025508063E+00,    7.5860144416E+01,    1.4061841002E+01,    1.2190401842E+01,    2.9735818362E+00,    1.0103268927E+00,    0.0000000000E+00,   0.0000000000000000     
    3.3838551534E-02,    0.0000000000E+00,    0.0000000000E+00,    9.7982902964E-01,    2.8887542715E+00,    5.9605904243E+00,    5.5436994141E+00,    7.3681437461E+01,    1.3813164871E+01,    1.1945097770E+01,    2.8887542715E+00,    9.7982902964E-01,    0.0000000000E+00,   0.0000000000000000     
    3.4551072946E-02,    0.0000000000E+00,    0.0000000000E+00,    9.5034546311E-01,    2.8065936524E+00,    5.7922260441E+00,    5.3897093033E+00,    7.1577454787E+01,    1.3570538450E+01,    1.1705446263E+01,    2.8065936524E+00,    9.5034546311E-01,    0.0000000000E+00,   0.0000000000000000     
    3.5278597564E-02,    0.0000000000E+00,    0.0000000000E+00,    9.2185344512E-01,    2.7270473006E+00,    5.6292058922E+00,    5.2404715408E+00,    6.9546242456E+01,    1.3333874814E+01,    1.1471404062E+01,    2.7270473006E+00,    9.2185344512E-01,    0.0000000000E+00,   0.0000000000000000     
    3.6021441302E-02,    0.0000000000E+00,    0.0000000000E+00,    8.9432047907E-01,    2.6500375511E+00,    5.4713955740E+00,    5.0958297491E+00,    6.7585096649E+01,    1.3103031279E+01,    1.1242879924E+01,    2.6500375511E+00,    8.9432047907E-01,    0.0000000000E+00,   0.0000000000000000     
    3.6779926729E-02,    0.0000000000E+00,    0.0000000000E+00,    8.6770324310E-01,    2.5754589684E+00,    5.3186070241E+00,    4.9555748537E+00,    6.5690481676E+01,    1.2877803045E+01,    1.1019729018E+01,    2.5754589684E+00,    8.6770324310E-01,    0.0000000000E+00,   0.0000000000000000     
    3.7554383204E-02,    0.0000000000E+00,    0.0000000000E+00,    8.4194642290E-01,    2.5031753279E+00,    5.1705926106E+00,    4.8194393879E+00,    6.3857941122E+01,    1.2657916290E+01,    1.0801746839E+01,    2.5031753279E+00,    8.4194642290E-01,    0.0000000000E+00,   0.0000000000000000     
    3.8345147019E-02,    0.0000000000E+00,    0.0000000000E+00,    8.1637597099E-01,    2.4314885162E+00,    5.0241678642E+00,    4.6841401662E+00,    6.2034593754E+01,    1.2439737930E+01,    1.0585965913E+01,    2.4314885162E+00,    8.1637597099E-01,    0.0000000000E+00,   0.0000000000000000     
    3.9152561552E-02,    0.0000000000E+00,    0.0000000000E+00,    7.9086332176E-01,    2.3600761658E+00,    4.8787312017E+00,    4.5490527849E+00,    6.0210292780E+01,    1.2222587053E+01,    1.0371839961E+01,    2.3600761658E+00,    7.9086332176E-01,    0.0000000000E+00,   0.0000000000000000     
    3.9976977408E-02,    0.0000000000E+00,    0.0000000000E+00,    7.6605198958E-01,    2.2905633460E+00,    4.7373378773E+00,    4.4173160755E+00,    5.8435371427E+01,    1.2009962750E+01,    1.0162251972E+01,    2.2905633460E+00,    7.6605198958E-01,    0.0000000000E+00,   0.0000000000000000     
    4.0818752575E-02,    0.0000000000E+00,    0.0000000000E+00,    7.4194659431E-01,    2.2229620755E+00,    4.6000092997E+00,    4.2889548539E+00,    5.6710169418E+01,    1.1801893280E+01,    9.9572286898E+00,    2.2229620755E+00,    7.4194659431E-01,    0.0000000000E+00,   0.0000000000000000     
    4.1678252580E-02,    0.0000000000E+00,    0.0000000000E+00,    7.1854736657E-01,    2.1572722874E+00,    4.4667409978E+00,    4.1639725540E+00,    5.5034717661E+01,    1.1598375339E+01,    9.7567652151E+00,    2.1572722874E+00,    7.1854736657E-01,    0.0000000000E+00,   0.0000000000000000     
    4.2555850646E-02,    0.0000000000E+00,    0.0000000000E+00,    6.9584960283E-01,    2.0934803310E+00,    4.3374994320E+00,    4.0423485583E+00,    5.3408699844E+01,    1.1399370140E+01,    9.5608210852E+00,    2.0934803310E+00,    6.9584960283E-01,    0.0000000000E+00,   0.0000000000000000     
    4.3451927854E-02,    0.0000000000E+00,    0.0000000000E+00,    6.7384307287E-01,    2.0315573420E+00,    4.2122185270E+00,    3.9240352941E+00,    5.1831410667E+01,    1.1204799137E+01,    9.3693160038E+00,    2.0315573420E+00,    6.7384307287E-01,    0.0000000000E+00,   0.0000000000000000     
    4.4366873310E-02,    0.0000000000E+00,    0.0000000000E+00,    6.5251137607E-01,    1.9714574722E+00,    4.0907959058E+00,    3.8089550784E+00,    5.0301710460E+01,    1.1014539398E+01,    9.1821252039E+00,    1.9714574722E+00,    6.5251137607E-01,    0.0000000000E+00,   0.0000000000000000     
    4.5301084314E-02,    0.0000000000E+00,    0.0000000000E+00,    6.3183124249E-01,    1.9131159677E+00,    3.9730888016E+00,    3.6969966924E+00,    4.8817975914E+01,    1.0828418566E+01,    8.9990744121E+00,    1.9131159677E+00,    6.3183124249E-01,    0.0000000000E+00,   0.0000000000000000     
    4.6254966530E-02,    0.0000000000E+00,    0.0000000000E+00,    6.1127975412E-01,    1.8550860589E+00,    3.8560088225E+00,    3.5855834920E+00,    4.7343611995E+01,    1.0642572621E+01,    8.8162641288E+00,    1.8550860589E+00,    6.1127975412E-01,    0.0000000000E+00,   0.0000000000000000     
    4.7228934166E-02,    0.0000000000E+00,    0.0000000000E+00,    5.9130615435E-01,    1.7986102843E+00,    3.7421993241E+00,    3.4769369641E+00,    4.5910057821E+01,    1.0460324935E+01,    8.6370488897E+00,    1.7986102843E+00,    5.9130615435E-01,    0.0000000000E+00,   0.0000000000000000     
    4.8223410151E-02,    0.0000000000E+00,    0.0000000000E+00,    5.7193585395E-01,    1.7437589149E+00,    3.6318051046E+00,    3.3711873814E+00,    4.4519085932E+01,    1.0281867931E+01,    8.4616239896E+00,    1.7437589149E+00,    5.7193585395E-01,    0.0000000000E+00,   0.0000000000000000     
    4.9238826317E-02,    0.0000000000E+00,    0.0000000000E+00,    5.5316816762E-01,    1.6905301863E+00,    3.5248173841E+00,    3.2683367026E+00,    4.3170637840E+01,    1.0107203132E+01,    8.2899926663E+00,    1.6905301863E+00,    5.5316816762E-01,    0.0000000000E+00,   0.0000000000000000     
    5.0275623592E-02,    0.0000000000E+00,    0.0000000000E+00,    5.3499815136E-01,    1.6389107218E+00,    3.4212026036E+00,    3.1683663729E+00,    4.1864351798E+01,    9.9363027729E+00,    8.1221292623E+00,    1.6389107218E+00,    5.3499815136E-01,    0.0000000000E+00,   0.0000000000000000     
    5.1334252188E-02,    0.0000000000E+00,    0.0000000000E+00,    5.1741609512E-01,    1.5888741475E+00,    3.3208994918E+00,    3.0712348540E+00,    4.0599526701E+01,    9.7691062527E+00,    7.9579757257E+00,    1.5888741475E+00,    5.1741609512E-01,    0.0000000000E+00,   0.0000000000000000     
    5.2415171796E-02,    0.0000000000E+00,    0.0000000000E+00,    5.0040697177E-01,    1.5403795875E+00,    3.2238158788E+00,    2.9768749390E+00,    3.9375082870E+01,    9.6055162895E+00,    7.7974378070E+00,    1.5403795875E+00,    5.0040697177E-01,    0.0000000000E+00,   0.0000000000000000     
    5.3518851785E-02,    0.0000000000E+00,    0.0000000000E+00,    4.8394983889E-01,    1.4933700313E+00,    3.1298252390E+00,    2.8851908387E+00,    3.8189519495E+01,    9.4453947403E+00,    7.6403809299E+00,    1.4933700313E+00,    4.8394983889E-01,    0.0000000000E+00,   0.0000000000000000     
    5.4645771410E-02,    0.0000000000E+00,    0.0000000000E+00,    4.6770518491E-01,    1.4469025563E+00,    3.0368841556E+00,    2.7945284983E+00,    3.7019180105E+01,    9.2862534892E+00,    7.4842884153E+00,    1.4469025563E+00,    4.6770518491E-01,    0.0000000000E+00,   0.0000000000000000     
    5.5796420017E-02,    0.0000000000E+00,    0.0000000000E+00,    4.5191399768E-01,    1.4016495939E+00,    2.9464463679E+00,    2.7060744055E+00,    3.5880748227E+01,    9.1298955533E+00,    7.3309969965E+00,    1.4016495939E+00,    4.5191399768E-01,    0.0000000000E+00,   0.0000000000000000     
    5.6971297255E-02,    0.0000000000E+00,    0.0000000000E+00,    4.3662390212E-01,    1.3577460653E+00,    2.8588030285E+00,    2.6200693927E+00,    3.4777452765E+01,    8.9766993677E+00,    7.1809000988E+00,    1.3577460653E+00,    4.3662390212E-01,    0.0000000000E+00,   0.0000000000000000     
    5.8170913294E-02,    0.0000000000E+00,    0.0000000000E+00,    4.2182867184E-01,    1.3151775492E+00,    2.7739229949E+00,    2.5364912267E+00,    3.3708764504E+01,    8.8266495863E+00,    7.0339934234E+00,    1.3151775492E+00,    4.2182867184E-01,    0.0000000000E+00,   0.0000000000000000     
    5.9395789046E-02,    0.0000000000E+00,    0.0000000000E+00,    4.0751786460E-01,    1.2739184136E+00,    2.6917519355E+00,    2.4552974678E+00,    3.2673844943E+01,    8.6797040509E+00,    6.8902472885E+00,    1.2739184136E+00,    4.0751786460E-01,    0.0000000000E+00,   0.0000000000000000     
    6.0646456392E-02,    0.0000000000E+00,    0.0000000000E+00,    3.9367634225E-01,    1.2339305301E+00,    2.6122096756E+00,    2.3764231337E+00,    3.1671511352E+01,    8.5357906152E+00,    6.7496035826E+00,    1.2339305301E+00,    3.9367634225E-01,    0.0000000000E+00,   0.0000000000000000     
    6.1923458414E-02,    0.0000000000E+00,    0.0000000000E+00,    3.8028374989E-01,    1.1951618782E+00,    2.5351873181E+00,    2.2997781642E+00,    3.0700198856E+01,    8.3948036953E+00,    6.6119724551E+00,    1.1951618782E+00,    3.8028374989E-01,    0.0000000000E+00,   0.0000000000000000     
    6.3227349627E-02,    0.0000000000E+00,    0.0000000000E+00,    3.6724203233E-01,    1.1573566913E+00,    2.4601665546E+00,    2.2248965034E+00,    2.9752507329E+01,    8.2561691862E+00,    6.4768460783E+00,    1.1573566913E+00,    3.6724203233E-01,    0.0000000000E+00,   0.0000000000000000     
    6.4558696223E-02,    0.0000000000E+00,    0.0000000000E+00,    3.5429522818E-01,    1.1198453768E+00,    2.3857984233E+00,    2.1505477963E+00,    2.8809167294E+01,    8.1183630283E+00,    6.3428712682E+00,    1.1198453768E+00,    3.5429522818E-01,    0.0000000000E+00,   0.0000000000000000     
    6.5918076317E-02,    0.0000000000E+00,    0.0000000000E+00,    3.4173252506E-01,    1.0833856254E+00,    2.3135940785E+00,    2.0781409293E+00,    2.7891947627E+01,    7.9831274164E+00,    6.2115893930E+00,    1.0833856254E+00,    3.4173252506E-01,    0.0000000000E+00,   0.0000000000000000     
    6.7306080196E-02,    0.0000000000E+00,    0.0000000000E+00,    3.2955463613E-01,    1.0479792848E+00,    2.2435481645E+00,    2.0076883481E+00,    2.7000925835E+01,    7.8504706012E+00,    6.0830003096E+00,    1.0479792848E+00,    3.2955463613E-01,    0.0000000000E+00,   0.0000000000000000     
    6.8723310577E-02,    0.0000000000E+00,    0.0000000000E+00,    3.1775969709E-01,    1.0136210136E+00,    2.1756395220E+00,    1.9391900864E+00,    2.6136004230E+01,    7.7203810722E+00,    5.9570826478E+00,    1.0136210136E+00,    3.1775969709E-01,    0.0000000000E+00,   0.0000000000000000     
    7.0170382867E-02,    0.0000000000E+00,    0.0000000000E+00,    3.0634295469E-01,    9.8029741181E-01,    2.1098293159E+00,    1.8726322260E+00,    2.5296888608E+01,    7.5928251340E+00,    5.8337912477E+00,    9.8029741181E-01,    3.0634295469E-01,    0.0000000000E+00,   0.0000000000000000     
    7.1647925433E-02,    0.0000000000E+00,    0.0000000000E+00,    2.9529642806E-01,    9.4798607579E-01,    2.0460590001E+00,    1.8079852219E+00,    2.4483065069E+01,    7.4677442699E+00,    5.7130543740E+00,    9.4798607579E-01,    2.9529642806E-01,    0.0000000000E+00,   0.0000000000000000     
    7.3156579871E-02,    0.0000000000E+00,    0.0000000000E+00,    2.8460854114E-01,    9.1665457244E-01,    1.9842481111E+00,    1.7452020827E+00,    2.3693774855E+01,    7.3450522789E+00,    5.5947706911E+00,    9.1665457244E-01,    2.8460854114E-01,    0.0000000000E+00,   0.0000000000000000     
    7.4697001290E-02,    0.0000000000E+00,    0.0000000000E+00,    2.7411167152E-01,    8.8582558733E-01,    1.9233288383E+00,    1.6834667371E+00,    2.2917935925E+01,    7.2233600360E+00,    5.4773946812E+00,    8.8582558733E-01,    2.7411167152E-01,    0.0000000000E+00,   0.0000000000000000     
    7.6269858590E-02,    0.0000000000E+00,    0.0000000000E+00,    2.6394337333E-01,    8.5589261836E-01,    1.8641673583E+00,    1.6234679743E+00,    2.2164630135E+01,    7.1038345187E+00,    5.3622180213E+00,    8.5589261836E-01,    2.6394337333E-01,    0.0000000000E+00,   0.0000000000000000     
    7.7875834758E-02,    0.0000000000E+00,    0.0000000000E+00,    2.5410829827E-01,    8.2687035707E-01,    1.8067893863E+00,    1.5652395857E+00,    2.1434143794E+01,    6.9865339250E+00,    5.2493039688E+00,    8.2687035707E-01,    2.5410829827E-01,    0.0000000000E+00,   0.0000000000000000     
    7.9515627160E-02,    0.0000000000E+00,    0.0000000000E+00,    2.4460174059E-01,    7.9874713959E-01,    1.7511628292E+00,    1.5087694584E+00,    2.0726133135E+01,    6.8714415880E+00,    5.1386345994E+00,    7.9874713959E-01,    2.4460174059E-01,    0.0000000000E+00,   0.0000000000000000     
    8.1189947849E-02,    0.0000000000E+00,    0.0000000000E+00,    2.3541613785E-01,    7.7150352405E-01,    1.6972391451E+00,    1.4540316085E+00,    2.0040052712E+01,    6.7585206721E+00,    5.0301717224E+00,    7.7150352405E-01,    2.3541613785E-01,    0.0000000000E+00,   0.0000000000000000     
    8.2899523869E-02,    0.0000000000E+00,    0.0000000000E+00,    2.2654074768E-01,    7.4511140511E-01,    1.6449514996E+00,    1.4009845659E+00,    1.9375132597E+01,    6.6477118012E+00,    4.9238545041E+00,    7.4511140511E-01,    2.2654074768E-01,    0.0000000000E+00,   0.0000000000000000     
    8.4645097574E-02,    0.0000000000E+00,    0.0000000000E+00,    2.1794035240E-01,    7.1947639753E-01,    1.5940921862E+00,    1.3494697404E+00,    1.8728854309E+01,    6.5387885553E+00,    4.8194541850E+00,    7.1947639753E-01,    2.1794035240E-01,    0.0000000000E+00,   0.0000000000000000     
    8.6427426949E-02,    0.0000000000E+00,    0.0000000000E+00,    2.0948706332E-01,    6.9425335318E-01,    1.5439200409E+00,    1.2988861205E+00,    1.8092069391E+01,    6.4308951396E+00,    4.7161092323E+00,    6.9425335318E-01,    2.0948706332E-01,    0.0000000000E+00,   0.0000000000000000     
    8.8247285940E-02,    0.0000000000E+00,    0.0000000000E+00,    2.0130779081E-01,    6.6978625248E-01,    1.4951608666E+00,    1.2498471967E+00,    1.7473873614E+01,    6.3249006863E+00,    4.6146925226E+00,    6.6978625248E-01,    2.0130779081E-01,    0.0000000000E+00,   0.0000000000000000     
    9.0105464789E-02,    0.0000000000E+00,    0.0000000000E+00,    1.9340056274E-01,    6.4607032958E-01,    1.4477985861E+00,    1.2023511477E+00,    1.6874141452E+01,    6.2207990682E+00,    4.5151969562E+00,    6.4607032958E-01,    1.9340056274E-01,    0.0000000000E+00,   0.0000000000000000     
    9.2002770379E-02,    0.0000000000E+00,    0.0000000000E+00,    1.8576129561E-01,    6.2309497048E-01,    1.4018050978E+00,    1.1563852718E+00,    1.6292601546E+01,    6.1185676419E+00,    4.4175989094E+00,    6.2309497048E-01,    1.8576129561E-01,    0.0000000000E+00,   0.0000000000000000     
    9.3940026581E-02,    0.0000000000E+00,    0.0000000000E+00,    1.7838354984E-01,    6.0084303133E-01,    1.3571388969E+00,    1.1119246914E+00,    1.5728819722E+01,    6.0181652721E+00,    4.3218562641E+00,    6.0084303133E-01,    1.7838354984E-01,    0.0000000000E+00,   0.0000000000000000     
    9.5918074615E-02,    0.0000000000E+00,    0.0000000000E+00,    1.7125826396E-01,    5.7929009825E-01,    1.3137435796E+00,    1.0689309452E+00,    1.5182180556E+01,    5.9195301854E+00,    4.2279062675E+00,    5.7929009825E-01,    1.7125826396E-01,    0.0000000000E+00,   0.0000000000000000     
    9.7937773415E-02,    0.0000000000E+00,    0.0000000000E+00,    1.6430418194E-01,    5.5821182677E-01,    1.2711361435E+00,    1.0270092830E+00,    1.4647073552E+01,    5.8220518100E+00,    4.1351116922E+00,    5.5821182677E-01,    1.6430418194E-01,    0.0000000000E+00,   0.0000000000000000     
    1.0000000000E-01,    0.0000000000E+00,    0.0000000000E+00,    1.5755611109E-01,    5.3770524700E-01,    1.2295213299E+00,    9.8633558796E-01,    1.4125918720E+01,    5.7259993881E+00,    4.0437593683E+00,    5.3770524700E-01,    1.5755611109E-01,    0.0000000000E+00,   0.0000000000000000     
    1.0315315315E-01,    0.0000000000E+00,    0.0000000000E+00,    1.4793070389E-01,    5.0834292621E-01,    1.1696349705E+00,    9.2828697061E-01,    1.3378571028E+01,    5.5858998514E+00,    3.9107227630E+00,    5.0834292621E-01,    1.4793070389E-01,    0.0000000000E+00,   0.0000000000000000     
    1.0630630631E-01,    0.0000000000E+00,    0.0000000000E+00,    1.3907352123E-01,    4.8119516701E-01,    1.1139048432E+00,    8.7485034757E-01,    1.2686247636E+01,    5.4533723805E+00,    3.7851333830E+00,    4.8119516701E-01,    1.3907352123E-01,    0.0000000000E+00,   0.0000000000000000     
    1.0945945946E-01,    0.0000000000E+00,    0.0000000000E+00,    1.3090285710E-01,    4.5603179135E-01,    1.0618932096E+00,    8.2555759496E-01,    1.2043231045E+01,    5.3276982300E+00,    3.6663010099E+00,    4.5603179135E-01,    1.3090285710E-01,    0.0000000000E+00,   0.0000000000000000     
    1.1261261261E-01,    0.0000000000E+00,    0.0000000000E+00,    1.2326143588E-01,    4.3241041274E-01,    1.0127504376E+00,    7.7951792097E-01,    1.1438501135E+01,    5.2075114009E+00,    3.5529044155E+00,    4.3241041274E-01,    1.2326143588E-01,    0.0000000000E+00,   0.0000000000000000     
    1.1576576577E-01,    0.0000000000E+00,    0.0000000000E+00,    1.1618319987E-01,    4.1042560722E-01,    9.6666913194E-01,    7.3691003346E-01,    1.0874455295E+01,    5.0930836754E+00,    3.4452190499E+00,    4.1042560722E-01,    1.1618319987E-01,    0.0000000000E+00,   0.0000000000000000     
    1.1891891892E-01,    0.0000000000E+00,    0.0000000000E+00,    1.0962079862E-01,    3.8994367110E-01,    9.2339880968E-01,    6.9745796226E-01,    1.0347786708E+01,    4.9839905633E+00,    3.3428415648E+00,    3.8994367110E-01,    1.0962079862E-01,    0.0000000000E+00,   0.0000000000000000     
    1.2207207207E-01,    0.0000000000E+00,    0.0000000000E+00,    1.0352688166E-01,    3.7083090070E-01,    8.8268898779E-01,    6.6088573716E-01,    9.8551885575E+00,    4.8798075745E+00,    3.2453686119E+00,    3.7083090070E-01,    1.0352688166E-01,    0.0000000000E+00,   0.0000000000000000     
    1.2522522523E-01,    0.0000000000E+00,    0.0000000000E+00,    9.7809780860E-02,    3.5283149628E-01,    8.4403829972E-01,    6.2669077000E-01,    9.3903002400E+00,    4.7797701852E+00,    3.1520660753E+00,    3.5283149628E-01,    9.7809780860E-02,    0.0000000000E+00,   0.0000000000000000     
    1.2837837838E-01,    0.0000000000E+00,    0.0000000000E+00,    9.2457951209E-02,    3.3591039893E-01,    8.0739895818E-01,    5.9478018147E-01,    8.9522821759E+00,    4.6837286276E+00,    3.0627978431E+00,    3.3591039893E-01,    9.2457951209E-02,    0.0000000000E+00,   0.0000000000000000     
    1.3153153153E-01,    0.0000000000E+00,    0.0000000000E+00,    8.7464411237E-02,    3.2004512242E-01,    7.7274901035E-01,    5.6508442798E-01,    8.5406092460E+00,    4.5915681482E+00,    2.9774618637E+00,    3.2004512242E-01,    8.7464411237E-02,    0.0000000000E+00,   0.0000000000000000     
    1.3468468468E-01,    0.0000000000E+00,    0.0000000000E+00,    8.2801598078E-02,    3.0515647834E-01,    7.3994999148E-01,    5.3742872309E-01,    8.1533381331E+00,    4.5030160801E+00,    2.8958024751E+00,    3.0515647834E-01,    8.2801598078E-02,    0.0000000000E+00,   0.0000000000000000     
    1.3783783784E-01,    0.0000000000E+00,    0.0000000000E+00,    7.8438264800E-02,    2.9115466862E-01,    7.0884514504E-01,    5.1161457962E-01,    7.7882657748E+00,    4.4177627356E+00,    2.8175295778E+00,    2.9115466862E-01,    7.8438264800E-02,    0.0000000000E+00,   0.0000000000000000     
    1.4099099099E-01,    0.0000000000E+00,    0.0000000000E+00,    7.4320851875E-02,    2.7788563759E-01,    6.7916693017E-01,    4.8729996627E-01,    7.4416159572E+00,    4.3352742119E+00,    2.7421445023E+00,    2.7788563759E-01,    7.4320851875E-02,    0.0000000000E+00,   0.0000000000000000     
    1.4414414414E-01,    0.0000000000E+00,    0.0000000000E+00,    7.0461362252E-02,    2.6538414161E-01,    6.5097333042E-01,    4.6456463615E-01,    7.1142349536E+00,    4.2556754316E+00,    2.6697614333E+00,    2.6538414161E-01,    7.0461362252E-02,    0.0000000000E+00,   0.0000000000000000     
    1.4729729730E-01,    0.0000000000E+00,    0.0000000000E+00,    6.6841813781E-02,    2.5359858358E-01,    6.2417345027E-01,    4.4329543865E-01,    6.8048549359E+00,    4.1787900027E+00,    2.6002142658E+00,    2.5359858358E-01,    6.6841813781E-02,    0.0000000000E+00,   0.0000000000000000     
    1.5045045045E-01,    0.0000000000E+00,    0.0000000000E+00,    6.3444224312E-02,    2.4247736638E-01,    5.9867639420E-01,    4.2337922314E-01,    6.5122080760E+00,    4.1044415330E+00,    2.5333368945E+00,    2.4247736638E-01,    6.3444224312E-02,    0.0000000000E+00,   0.0000000000000000     
    1.5360360360E-01,    0.0000000000E+00,    0.0000000000E+00,    6.0242211313E-02,    2.3194542619E-01,    5.7434920422E-01,    4.0465273849E-01,    6.2344505589E+00,    4.0323793526E+00,    2.4688989880E+00,    2.3194542619E-01,    6.0242211313E-02,    0.0000000000E+00,   0.0000000000000000     
    1.5675675676E-01,    0.0000000000E+00,    0.0000000000E+00,    5.7209238097E-02,    2.2192726855E-01,    5.5105815048E-01,    3.8695181421E-01,    5.9697280000E+00,    3.9623514291E+00,    2.4066690361E+00,    2.2192726855E-01,    5.7209238097E-02,    0.0000000000E+00,   0.0000000000000000     
    1.5990990991E-01,    0.0000000000E+00,    0.0000000000E+00,    5.4352781051E-02,    2.1244241554E-01,    5.2883981360E-01,    3.7031513625E-01,    5.7185181795E+00,    3.8944064785E+00,    2.3466755810E+00,    2.1244241554E-01,    5.4352781051E-02,    0.0000000000E+00,   0.0000000000000000     
    1.6306306306E-01,    0.0000000000E+00,    0.0000000000E+00,    5.1661728350E-02,    2.0345846250E-01,    5.0763769917E-01,    3.5467052912E-01,    5.4800243446E+00,    3.8284288571E+00,    2.2888050457E+00,    2.0345846250E-01,    5.1661728350E-02,    0.0000000000E+00,   0.0000000000000000     
    1.6621621622E-01,    0.0000000000E+00,    0.0000000000E+00,    4.9124968168E-02,    1.9494300478E-01,    4.8739531279E-01,    3.3994581730E-01,    5.2534497429E+00,    3.7643029211E+00,    2.2329438532E+00,    1.9494300478E-01,    4.9124968168E-02,    0.0000000000E+00,   0.0000000000000000     
